date,actual_price,predicted_price,sentiment,error,error_percentage
2025-01-20,8.8,8.518641605078422,0.0,0.281358394921579,3.197254487745216
2025-01-21,8.4,8.480269571733503,-0.1428571428571428,-0.08026957173350269,-0.9555901396845556
2025-01-22,8.3,8.501574779678265,0.1666666666666667,-0.2015747796782641,-2.428611803352579
2025-01-23,8.4,8.503598080050244,0.0,-0.10359808005024362,-1.2333104767886145
2025-01-24,8.4,8.388807930476867,-0.1666666666666667,0.011192069523133341,0.13323892289444453
2025-01-27,8.3,8.429559055077654,0.3333333333333333,-0.12955905507765308,-1.5609524708150972
2025-01-28,8.3,8.419070426210853,0.125,-0.11907042621085218,-1.43458344832352
2025-01-29,8.4,8.410466399925468,0.0,-0.01046639992546794,-0.12459999911271356
2025-01-30,8.5,8.46026931685702,0.75,0.03973068314297912,0.4674198016821072
2025-01-31,8.6,8.422588285248773,0.0,0.1774117147512264,2.062926915711935
2025-02-03,8.4,8.431566526021461,0.1428571428571428,-0.03156652602146082,-0.3757919764459621
2025-02-05,8.0,8.421213591759049,0.0,-0.4212135917590487,-5.265169896988109
2025-02-06,8.2,8.421213591759049,0.0,-0.22121359175904942,-2.6977267287688953
2025-02-07,8.5,8.421459374311203,0.0,0.07854062568879705,0.9240073610446712
2025-02-10,8.5,8.439244048470709,0.2857142857142857,0.06075595152929125,0.714775900344603
2025-02-11,8.1,8.419693078633406,0.0,-0.31969307863340646,-3.946828131276623
2025-02-13,8.2,8.431235257220148,0.1666666666666667,-0.23123525722014904,-2.81994216122133
2025-02-14,8.7,8.41976322217297,0.0,0.2802367778270298,3.221112388816435
2025-02-17,8.6,8.419730052993154,0.0,0.1802699470068454,2.096162174498202
2025-02-18,8.3,8.406217548835258,-0.2,-0.10621754883525725,-1.2797295040392438
2025-02-19,8.4,8.419968420519368,0.0,-0.019968420519367314,-0.2377192918972299
2025-02-20,8.0,8.465847094602147,0.6666666666666666,-0.4658470946021467,-5.8230886825268335
2025-02-21,8.1,8.39701488431907,-0.3333333333333333,-0.2970148843190703,-3.6668504236922264
2025-02-24,7.9,8.471587588417808,0.75,-0.5715875884178079,-7.23528592933934
2025-02-25,7.8,8.428533187219697,0.125,-0.6285331872196975,-8.058117784867918
2025-02-27,7.9,8.419931262208308,0.0,-0.5199312622083081,-6.581408382383646
2025-02-28,8.0,8.40616609763444,-0.2,-0.4061660976344399,-5.077076220430499
2025-03-03,7.7,8.431404574738234,0.1666666666666667,-0.7314045747382343,-9.49876071088616
2025-03-04,7.5,8.419931935600426,0.0,-0.9199319356004256,-12.265759141339009
2025-03-05,7.9,8.419936560420995,0.0,-0.5199365604209945,-6.5814754483670175
2025-03-06,7.7,8.43714432941779,0.25,-0.7371443294177906,-9.573302979451825
2025-03-07,7.8,8.445748183302594,0.375,-0.6457481833025946,-8.278822862853778
2025-03-10,7.8,8.454352209587979,0.5,-0.6543522095879792,-8.389130892153581
2025-03-11,7.6,8.406169743913882,-0.2,-0.8061697439138822,-10.60749663044582
2025-03-12,7.5,8.41993556183545,0.0,-0.9199355618354499,-12.26580749113933
