order,seasonal,aic
"(2, 0, 2)","(1, 1, 0, 5)",179.95226250570482
"(1, 0, 1)","(1, 1, 0, 5)",180.11564996365135
"(2, 1, 2)","(1, 1, 0, 5)",180.40595751772878
"(1, 0, 0)","(1, 1, 0, 5)",180.56903274381602
"(1, 0, 2)","(1, 1, 0, 5)",180.79913543587617
"(2, 0, 0)","(1, 1, 0, 5)",180.9831361037243
"(2, 0, 1)","(1, 1, 0, 5)",184.43336425705482
"(2, 1, 0)","(1, 1, 0, 5)",188.1896551174877
"(0, 1, 2)","(1, 1, 0, 5)",188.52303594123694
"(0, 1, 0)","(1, 1, 0, 5)",190.8955873197907
"(0, 1, 1)","(1, 1, 0, 5)",192.53102323590036
"(1, 1, 0)","(1, 1, 0, 5)",193.07332689851128
"(1, 1, 1)","(1, 1, 0, 5)",194.24870828509054
"(2, 0, 2)","(0, 1, 0, 5)",217.30467116973543
"(1, 1, 1)","(0, 1, 0, 5)",270.8399505785109
"(1, 0, 0)","(0, 1, 0, 5)",271.6986599250076
"(1, 0, 2)","(0, 1, 0, 5)",272.67391303279055
"(2, 0, 0)","(0, 1, 0, 5)",272.89590296309666
"(1, 0, 1)","(0, 1, 0, 5)",273.11935600137673
"(2, 1, 2)","(0, 1, 0, 5)",273.30801368942645
"(1, 0, 0)","(1, 0, 0, 5)",273.31572993765764
"(2, 0, 1)","(0, 1, 0, 5)",273.59703400553656
"(1, 1, 2)","(0, 1, 0, 5)",281.8044987201862
"(0, 0, 2)","(1, 0, 1, 5)",285.92602633658197
"(0, 1, 0)","(0, 1, 0, 5)",300.0005235667422
"(1, 1, 0)","(0, 1, 0, 5)",301.3682359742733
"(0, 1, 1)","(0, 1, 0, 5)",301.55355312553445
"(0, 0, 2)","(1, 1, 0, 5)",303.34457462680064
"(0, 1, 2)","(0, 1, 0, 5)",303.3738916758159
"(2, 1, 0)","(0, 1, 0, 5)",303.55941842729624
"(0, 0, 2)","(0, 1, 1, 5)",304.2707388263804
"(0, 0, 2)","(1, 1, 1, 5)",304.6051669024882
"(0, 0, 2)","(1, 0, 0, 5)",311.00189649575094
"(2, 0, 1)","(1, 0, 1, 5)",316.27726390746415
"(0, 0, 2)","(0, 1, 0, 5)",319.98042474759933
"(0, 0, 1)","(1, 0, 1, 5)",446.64409179271274
"(0, 0, 1)","(1, 1, 1, 5)",448.4031129735506
"(0, 0, 1)","(1, 0, 0, 5)",448.91222212730196
"(0, 0, 1)","(0, 1, 0, 5)",472.7860807792547
"(0, 0, 1)","(0, 1, 1, 5)",473.19779498271714
"(0, 0, 1)","(1, 1, 0, 5)",473.68729552471257
"(0, 0, 0)","(1, 1, 1, 5)",647.9484821527001
"(0, 0, 0)","(1, 0, 1, 5)",666.0953587521742
"(0, 0, 0)","(1, 0, 0, 5)",668.2010655797557
"(0, 0, 0)","(1, 1, 0, 5)",688.3395878902661
"(0, 0, 0)","(0, 1, 1, 5)",691.6495597760218
"(0, 0, 0)","(0, 1, 0, 5)",704.4903495825007
"(0, 0, 2)","(0, 0, 1, 5)",1496.8552406180675
"(2, 1, 1)","(0, 1, 1, 5)",1661.9079840278712
"(0, 0, 1)","(0, 0, 1, 5)",1966.193383243562
"(0, 0, 2)","(0, 0, 0, 5)",1975.0348851505746
"(0, 0, 1)","(0, 0, 0, 5)",2448.221865217468
"(0, 0, 0)","(0, 0, 1, 5)",2459.188763360973
"(0, 0, 0)","(0, 0, 0, 5)",2941.163848762492
"(2, 1, 1)","(1, 1, 0, 5)",3092.69010217308
"(2, 1, 1)","(1, 1, 1, 5)",3842.325034628535
"(2, 1, 1)","(0, 1, 0, 5)",4187.502880863239
