date,actual_price,predicted_price,sentiment,error,error_percentage
2025-02-14,41.7,41.04020506437804,0.0,0.6597949356219601,1.5822420518512232
2025-02-17,42.2,41.144441536365115,0.2,1.0555584636348883,2.501323373542389
2025-02-18,40.2,40.84092432776563,-0.2,-0.6409243277656245,-1.5943391237950855
2025-02-19,39.5,41.113497833870476,0.5,-1.6134978338704755,-4.084804642710065
2025-02-20,39.3,40.86525291102236,0.5,-1.5652529110223625,-3.9828318346625
2025-02-21,39.3,40.987200948519636,-0.3333333333333333,-1.6872009485196386,-4.293132184528343
2025-02-24,37.7,40.56462948668046,0.5,-2.8646294866804567,-7.598486702070176
2025-02-25,36.7,40.82456066717153,0.25,-4.124560667171529,-11.238584924173104
2025-02-27,37.8,40.5992092294317,0.0,-2.7992092294317032,-7.405315421776994
2025-02-28,38.5,40.8292605452608,-0.2,-2.3292605452608015,-6.050027390287796
2025-03-03,38.5,40.51064652190587,0.0,-2.010646521905869,-5.2224584984568025
2025-03-04,37.0,40.519038284812254,0.0,-3.519038284812254,-9.510914283276362
2025-03-05,37.0,40.38826432385771,0.0,-3.3882643238577117,-9.157471145561383
2025-03-06,36.9,40.521554922668386,0.5,-3.6215549226683876,-9.814511985551185
2025-03-07,36.9,40.41243213175675,0.25,-3.5124321317567535,-9.51878626492345
2025-03-10,36.6,40.41686810202562,0.5,-3.816868102025616,-10.428601371654688
2025-03-11,36.6,40.145331400580346,-0.2,-3.545331400580345,-9.686697815793293
2025-03-12,36.6,40.285916453549824,0.0,-3.6859164535498223,-10.070809982376563
2025-03-14,37.0,40.16569698582707,0.2,-3.1656969858270685,-8.555937799532618
2025-03-17,35.6,40.29510838321645,-0.3333333333333333,-4.69510838321645,-13.188506694428229
2025-03-18,35.1,40.08325172856937,0.1428571428571428,-4.983251728569371,-14.19729837199251
2025-03-19,35.1,40.02511885183692,0.25,-4.92511885183692,-14.031677640561027
2025-03-20,35.2,39.97217974014542,0.0,-4.772179740145418,-13.5573288072313
2025-03-21,35.6,40.03608567540367,-0.2,-4.4360856754036675,-12.460914818549627
2025-03-24,36.5,39.98867611960723,0.4,-3.488676119607227,-9.558016766047198
2025-03-25,35.6,39.94527515197409,0.25,-4.345275151974086,-12.205829078578892
2025-03-26,37.1,39.750214818729255,0.1111111111111111,-2.6502148187292534,-7.143436169081545
2025-03-27,37.2,39.83232086739684,0.0,-2.6323208673968352,-7.076131363969987
2025-03-28,37.2,39.767687449549726,0.0,-2.567687449549723,-6.902385617069147
2025-04-01,37.1,39.84151739355139,0.0,-2.7415173935513906,-7.3895347535077915
2025-04-02,37.0,39.69326735413579,-0.1428571428571428,-2.6932673541357914,-7.27910095712376
2025-04-03,36.3,39.61470758896869,-1.0,-3.3147075889686946,-9.131425864927534
2025-04-04,36.1,39.593626215078324,-0.2857142857142857,-3.493626215078322,-9.677634944815297
2025-04-07,34.0,39.62030330677002,-0.25,-5.620303306770019,-16.53030384344123
2025-04-08,34.0,39.60480613718485,0.3333333333333333,-5.604806137184852,-16.48472393289662
2025-04-09,33.4,39.5451926396054,-0.4,-6.145192639605405,-18.398780358100016
2025-04-10,36.0,39.39081660002293,0.625,-3.39081660002293,-9.418935000063694
2025-04-11,35.0,39.443647281376954,0.1111111111111111,-4.443647281376954,-12.696135089648442
2025-04-16,36.0,39.407521414625506,0.0,-3.4075214146255064,-9.46533726284863
2025-04-17,36.5,39.453652778385454,0.0,-2.953652778385454,-8.09219939283686
2025-04-21,36.1,39.3389160273826,0.25,-3.2389160273826008,-8.972066557846539
