date,actual_price,sentiment,xgboost_predicted,sarimax_predicted,was_split,split_ratio
2025-03-19,28.1,0.25,345.5403747558594,721.0588304791784,True,5
2025-03-20,28.4,0.0,346.7283935546875,721.0588304791784,True,5
2025-03-21,28.6,-0.2,346.7283935546875,721.0588304791784,True,5
2025-03-24,27.9,0.4,345.54461669921875,721.0588304791784,True,5
2025-03-25,27.9,0.25,346.4388732910156,721.0588304791784,True,5
2025-03-26,28.0,0.1111111111111111,347.0975036621094,721.0588304791784,True,5
2025-03-27,28.1,0.0,347.1183166503906,721.0588304791784,True,5
2025-03-28,28.0,0.0,344.5299987792969,721.0588304791784,True,5
2025-04-01,28.2,0.0,335.4112854003906,721.0588304791784,True,5
2025-04-02,28.0,-0.1428571428571428,362.7281494140625,721.0588304791784,True,5
2025-04-03,28.0,-1.0,342.82196044921875,721.0588304791784,True,5
2025-04-04,27.3,-0.2857142857142857,349.4084167480469,721.0588304791784,True,5
2025-04-07,25.9,-0.25,347.1897888183594,721.0588304791784,True,5
2025-04-08,27.9,0.3333333333333333,356.8529052734375,721.0588304791784,True,5
2025-04-09,27.2,-0.4,346.9746398925781,721.0588304791784,True,5
2025-04-10,28.1,0.375,352.2865295410156,721.0588304791784,True,5
2025-04-11,28.1,0.1111111111111111,346.6950378417969,721.0588304791784,True,5
2025-04-16,28.4,0.0,346.6950378417969,721.0588304791784,True,5
2025-04-17,28.4,0.3333333333333333,346.8310241699219,721.0588304791784,True,5
2025-04-21,28.7,0.25,351.28009033203125,721.0588304791784,True,5
2025-04-22,28.6,0.4285714285714285,348.3861389160156,721.0588304791784,True,5
2025-04-23,28.5,0.4,349.4735412597656,721.0588304791784,True,5
2025-04-24,28.5,0.25,349.4735412597656,721.0588304791784,True,5
2025-04-25,29.6,0.4,349.3299255371094,721.0588304791784,True,5
2025-04-28,29.8,0.0,346.6950378417969,721.0588304791784,True,5
2025-04-29,29.8,0.0,346.9746398925781,721.0588304791784,True,5
2025-04-30,29.8,0.125,347.1183166503906,721.0588304791784,True,5
2025-05-02,29.8,0.25,347.1183166503906,721.0588304791784,True,5
2025-05-05,29.7,0.0,346.8386535644531,721.0588304791784,True,5
2025-05-06,29.7,0.0,346.2251892089844,721.0588304791784,True,5
2025-05-07,29.7,0.0,346.7283935546875,721.0588304791784,True,5
2025-05-08,29.7,-0.25,346.2251892089844,721.0588304791784,True,5
2025-05-09,29.6,0.5,350.61474609375,721.0588304791784,True,5
2025-05-14,30.0,0.3333333333333333,349.4507141113281,721.0588304791784,True,5
2025-05-15,30.1,0.3333333333333333,346.8081359863281,721.0588304791784,True,5
2025-05-16,30.5,-0.1666666666666667,348.1012268066406,721.0588304791784,True,5
2025-05-19,31.1,0.1666666666666667,347.11761474609375,721.0588304791784,True,5
2025-05-20,30.9,0.0,347.0064697265625,721.0588304791784,True,5
2025-05-21,30.7,0.4,367.48114013671875,721.0588304791784,True,5
2025-05-22,31.2,0.6,367.2180480957031,721.0588304791784,True,5
2025-05-23,31.5,-0.5,356.9425354003906,721.0588304791784,True,5
2025-05-26,31.9,0.8,347.3323059082031,721.0588304791784,True,5
2025-05-27,33.5,0.1,346.5850830078125,721.0588304791784,True,5
2025-05-28,34.3,0.1818181818181818,348.3893127441406,721.0588304791784,True,5
2025-05-29,33.9,0.2,344.4369201660156,721.0588304791784,True,5
2025-05-30,33.0,-0.1111111111111111,346.1900634765625,721.0588304791784,True,5
2025-06-02,32.7,0.0,346.6362609863281,721.0588304791784,True,5
2025-06-03,33.3,0.0,346.1900634765625,721.0588304791784,True,5
2025-06-04,33.2,-0.125,346.8386535644531,721.0588304791784,True,5
2025-06-05,33.5,0.0,346.8310241699219,721.0588304791784,True,5
2025-06-06,33.0,0.0,345.3937683105469,721.0588304791784,True,5
2025-06-09,33.3,0.0,345.34222412109375,721.0588304791784,True,5
