date,actual_price,sentiment,xgboost_predicted,sarimax_predicted,was_split
2025-01-23,10.0,0.1666666666666667,10.059246063232422,9.983957826584847,False
2025-01-24,10.0,0.0,10.038546562194824,9.983438049386265,False
2025-01-27,9.9,0.8333333333333334,10.058146476745605,9.982918299247928,False
2025-01-28,10.1,0.125,10.063761711120605,9.982398576168425,False
2025-01-29,10.1,-0.125,9.731170654296875,9.98187888014635,False
2025-01-30,10.1,0.75,9.501505851745605,9.981359211180294,False
2025-01-31,10.1,0.0,9.433233261108398,9.980839569268847,False
2025-02-03,10.0,0.2857142857142857,9.274395942687988,9.9803199544106,False
2025-02-05,9.6,0.125,8.966897010803223,9.979800366604145,False
2025-02-06,9.6,0.0,9.322776794433594,9.979280805848076,False
2025-02-07,9.5,0.2222222222222222,9.38923168182373,9.97876127214098,False
2025-02-10,9.4,-0.2857142857142857,9.536761283874512,9.978241765481453,False
2025-02-11,9.1,0.0,9.784579277038574,9.977722285868087,False
2025-02-13,9.5,0.1666666666666667,9.835769653320312,9.97720283329947,False
2025-02-14,9.6,0.0,9.667869567871094,9.976683407774198,False
2025-02-17,9.7,0.2,9.677541732788086,9.976164009290862,False
2025-02-18,10.0,-0.2,9.399728775024414,9.975644637848053,False
2025-02-19,9.9,0.5,8.950347900390625,9.975125293444364,False
2025-02-20,9.7,0.5,8.815230369567871,9.974605976078388,False
2025-02-21,9.5,-0.3333333333333333,8.734838485717773,9.974086685748716,False
2025-02-24,9.3,0.5,8.597719192504883,9.973567422453941,False
2025-02-25,9.2,0.25,8.294023513793945,9.973048186192656,False
2025-02-27,9.1,0.1666666666666667,8.827332496643066,9.972528976963453,False
2025-02-28,9.0,-0.2,8.442208290100098,9.972009794764926,False
2025-03-03,8.8,0.0,8.747047424316406,9.971490639595666,False
2025-03-04,8.5,0.0,8.523765563964844,9.970971511454266,False
2025-03-05,9.0,0.0,8.490206718444824,9.97045241033932,False
2025-03-06,8.8,0.5,8.597577095031738,9.96993333624942,False
2025-03-07,9.1,0.25,8.717251777648926,9.96941428918316,False
2025-03-10,8.8,0.5,8.56772518157959,9.968895269139132,False
2025-03-11,8.7,-0.2,8.41698932647705,9.96837627611593,False
2025-03-12,8.9,0.0,8.35779857635498,9.967857310112146,False
2025-03-14,9.0,0.2,8.587421417236328,9.967338371126376,False
2025-03-17,8.9,-0.3333333333333333,8.498944282531738,9.966819459157211,False
2025-03-18,8.6,0.1428571428571428,8.557929039001465,9.966300574203245,False
2025-03-19,8.5,0.25,8.619784355163574,9.965781716263072,False
2025-03-20,8.8,0.0,8.758238792419434,9.965262885335285,False
2025-03-21,9.0,-0.2,8.79745101928711,9.964744081418479,False
2025-03-24,9.0,0.4,8.718732833862305,9.964225304511245,False
2025-03-25,9.0,0.25,8.804947853088379,9.96370655461218,False
2025-03-26,9.0,0.1111111111111111,8.93257999420166,9.963187831719877,False
2025-03-27,9.2,0.0,8.732450485229492,9.962669135832929,False
2025-03-28,9.0,0.0,8.594985961914062,9.96215046694993,False
2025-04-01,9.2,0.0,8.332695960998535,9.961631825069476,False
2025-04-02,9.3,-0.1428571428571428,8.663291931152344,9.96111321019016,False
2025-04-03,9.0,-1.0,8.412562370300293,9.960594622310575,False
2025-04-04,8.8,-0.2857142857142857,8.919964790344238,9.960076061429318,False
2025-04-07,8.0,-0.25,8.71252155303955,9.959557527544982,False
2025-04-08,8.4,0.3333333333333333,8.864850044250488,9.959039020656162,False
2025-04-09,8.5,-0.4,8.948795318603516,9.958520540761452,False
2025-04-10,9.0,0.375,8.860885620117188,9.958002087859446,False
2025-04-11,8.9,0.1111111111111111,8.941267967224121,9.957483661948741,False
2025-04-16,8.9,0.0,9.032862663269043,9.95696526302793,False
2025-04-17,9.0,0.0,9.01964282989502,9.956446891095608,False
2025-04-21,8.9,0.25,9.254634857177734,9.95592854615037,False
2025-04-22,9.0,0.4285714285714285,9.536245346069336,9.95541022819081,False
2025-04-23,9.0,0.4,9.788668632507324,9.954891937215526,False
2025-04-24,9.3,0.25,9.80867862701416,9.954373673223111,False
2025-04-25,9.7,0.4,9.770509719848633,9.953855436212162,False
2025-04-28,9.7,0.0,9.745348930358887,9.953337226181272,False
2025-04-29,9.9,0.0,10.480765342712402,9.952819043129038,False
2025-04-30,9.8,0.125,10.771145820617676,9.952300887054054,False
2025-05-02,9.8,0.25,10.342724800109863,9.951782757954918,False
2025-05-05,9.9,0.0,10.413516998291016,9.951264655830222,False
2025-05-06,10.9,0.0,10.330317497253418,9.950746580678565,False
2025-05-07,10.6,0.0,10.208242416381836,9.950228532498542,False
2025-05-08,10.7,-0.25,10.6370849609375,9.949710511288748,False
2025-05-09,10.5,0.5,10.879252433776855,9.949192517047779,False
2025-05-14,10.4,0.3333333333333333,10.37070369720459,9.94867454977423,False
2025-05-15,10.5,0.3333333333333333,10.402880668640137,9.948156609466698,False
2025-05-16,11.0,-0.1666666666666667,10.329895973205566,9.94763869612378,False
2025-05-19,10.6,0.1666666666666667,10.123787879943848,9.947120809744073,False
2025-05-20,10.6,0.0,9.676735877990723,9.94660295032617,False
2025-05-21,10.7,0.4,9.80129623413086,9.94608511786867,False
2025-05-22,10.6,0.6,9.752643585205078,9.945567312370168,False
2025-05-23,10.6,-0.5,9.582529067993164,9.94504953382926,False
2025-05-26,9.7,0.8,9.247907638549805,9.944531782244546,False
2025-05-27,9.6,0.1,9.05579948425293,9.944014057614618,False
2025-05-28,9.7,0.1818181818181818,9.436302185058594,9.943496359938075,False
2025-05-29,9.6,0.2,9.36807632446289,9.942978689213515,False
2025-05-30,9.4,-0.1111111111111111,9.144098281860352,9.942461045439533,False
2025-06-02,9.2,0.0,8.874700546264648,9.941943428614726,False
2025-06-03,9.5,0.0,8.76142692565918,9.941425838737691,False
2025-06-04,9.5,-0.125,8.810994148254395,9.940908275807027,False
2025-06-05,9.3,0.0,8.873046875,9.940390739821328,False
2025-06-06,9.1,0.0,8.712727546691895,9.939873230779193,False
2025-06-09,9.0,0.0,8.799273490905762,9.93935574867922,False
2025-06-11,9.1,0.0,8.796660423278809,9.938838293520005,False
2025-06-12,9.2,0.0,8.686230659484863,9.938320865300145,False
2025-06-13,9.1,-0.6,8.560237884521484,9.93780346401824,False
2025-06-16,9.1,0.0,8.614874839782715,9.937286089672885,False
2025-06-17,9.1,0.3333333333333333,8.47502326965332,9.936768742262679,False
2025-06-18,9.0,-0.125,8.737689971923828,9.936251421786219,False
2025-06-19,8.8,0.0,8.686333656311035,9.935734128242103,False
2025-06-20,8.9,0.1666666666666667,8.724894523620605,9.935216861628929,False
2025-06-23,8.7,0.2222222222222222,8.832342147827148,9.934699621945295,False
2025-06-24,9.0,0.25,8.733684539794922,9.9341824091898,False
2025-06-25,9.2,0.0,8.526824951171875,9.933665223361041,False
2025-06-26,9.1,0.1666666666666667,8.640295028686523,9.933148064457615,False
2025-06-27,9.2,0.0,8.626077651977539,9.932630932478123,False
2025-06-30,9.0,0.2,8.591812133789062,9.93211382742116,False
2025-07-01,8.7,0.25,8.63076114654541,9.931596749285328,False
2025-07-02,8.9,0.2222222222222222,8.571761131286621,9.931079698069222,False
2025-07-03,8.9,0.4,8.445305824279785,9.930562673771442,False
2025-07-04,8.9,-0.1,8.496848106384277,9.930045676390588,False
2025-07-07,8.9,0.0,8.338171005249023,9.929528705925257,False
2025-07-08,8.8,-0.2857142857142857,8.65170669555664,9.929011762374047,False
2025-07-09,8.7,0.0,8.507136344909668,9.928494845735559,False
2025-07-11,8.8,0.2857142857142857,8.518170356750488,9.927977956008391,False
2025-07-14,8.6,0.1428571428571428,8.528257369995117,9.927461093191141,False
2025-07-15,8.9,0.2727272727272727,8.767265319824219,9.92694425728241,False
2025-07-16,8.8,0.2222222222222222,8.842531204223633,9.926427448280794,False
2025-07-17,8.9,0.2,8.83735466003418,9.925910666184896,False
2025-07-18,8.8,0.375,8.999984741210938,9.925393910993312,False
2025-07-21,9.1,0.7142857142857143,9.022367477416992,9.924877182704643,False
2025-07-22,9.3,0.125,8.938948631286621,9.924360481317489,False
2025-07-23,9.4,0.2,8.985251426696777,9.923843806830448,False
2025-07-24,9.4,0.2857142857142857,8.785411834716797,9.92332715924212,False
2025-07-25,9.3,0.5714285714285714,8.826848030090332,9.922810538551106,False
2025-07-28,9.2,0.5,8.829782485961914,9.922293944756003,False
2025-07-29,9.2,0.0,8.674639701843262,9.921777377855413,False
2025-07-30,9.1,0.25,8.770527839660645,9.921260837847935,False
2025-07-31,9.1,0.0,8.824507713317871,9.92074432473217,False
2025-08-01,9.1,0.2857142857142857,8.950672149658203,9.920227838506715,False
2025-08-04,9.0,0.2,8.925201416015625,9.919711379170172,False
2025-08-05,9.1,0.1428571428571428,8.910079956054688,9.919194946721142,False
2025-08-06,9.2,0.0,8.904244422912598,9.918678541158224,False
2025-08-07,9.4,0.7142857142857143,8.76970386505127,9.918162162480018,False
2025-08-11,9.2,0.0,8.837296485900879,9.917645810685125,False
2025-08-12,9.2,0.5714285714285714,8.695866584777832,9.917129485772145,False
2025-08-13,9.2,0.0,8.807464599609375,9.91661318773968,False
