date,actual_price,sentiment,xgboost_predicted,sarimax_predicted,was_split
2025-02-20,39.3,0.5,37.50271987915039,39.85976710334482,False
2025-02-21,39.3,-0.3333333333333333,37.98202133178711,39.81776022691736,False
2025-02-24,37.7,0.5,37.66102600097656,39.775797620133076,False
2025-02-25,36.7,0.25,37.21116256713867,39.733879236337685,False
2025-02-27,37.8,0.0,37.1117057800293,39.692005028926054,False
2025-02-28,38.5,-0.2,37.03638458251953,39.650174951342166,False
2025-03-03,38.5,0.0,36.71271514892578,39.60838895707907,False
2025-03-04,37.0,0.0,36.46086120605469,39.56664699967884,False
2025-03-05,37.0,0.0,36.63550567626953,39.52494903273248,False
2025-03-06,36.9,0.5,36.588687896728516,39.48329500987993,False
2025-03-07,36.9,0.25,36.83135223388672,39.44168488480998,False
2025-03-10,36.6,0.5,35.6349983215332,39.40011861126022,False
2025-03-11,36.6,-0.2,35.2330207824707,39.358596143016996,False
2025-03-12,36.6,0.0,34.88906478881836,39.317117433915364,False
2025-03-14,37.0,0.2,34.97038650512695,39.27568243783903,False
2025-03-17,35.6,-0.3333333333333333,35.07691192626953,39.23429110872029,False
2025-03-18,35.1,0.1428571428571428,36.64544677734375,39.19294340054,False
2025-03-19,35.1,0.25,36.00309371948242,39.15163926732752,False
2025-03-20,35.2,0.0,37.295806884765625,39.11037866316063,False
2025-03-21,35.6,-0.2,36.98160171508789,39.06916154216554,False
2025-03-24,36.5,0.4,37.00936508178711,39.027987858516774,False
2025-03-25,35.6,0.25,36.87403106689453,38.98685756643717,False
2025-03-26,37.1,0.1111111111111111,37.07927322387695,38.94577062019781,False
2025-03-27,37.2,0.0,36.36995315551758,38.904726974117956,False
2025-03-28,37.2,0.0,36.15888595581055,38.863726582565015,False
2025-04-01,37.1,0.0,35.0111198425293,38.82276939995449,False
2025-04-02,37.0,-0.1428571428571428,34.535911560058594,38.78185538074992,False
2025-04-03,36.3,-1.0,33.31888961791992,38.74098447946283,False
2025-04-04,36.1,-0.2857142857142857,35.38050079345703,38.700156650652694,False
2025-04-07,34.0,-0.25,34.68638610839844,38.65937184892687,False
2025-04-08,34.0,0.3333333333333333,35.54159164428711,38.61863002894054,False
2025-04-09,33.4,-0.4,36.513851165771484,38.57793114539669,False
2025-04-10,36.0,0.625,36.75032424926758,38.537275153046046,False
2025-04-11,35.0,0.1111111111111111,36.0709228515625,38.49666200668701,False
2025-04-16,36.0,0.0,35.88350296020508,38.456091661165615,False
2025-04-17,36.5,0.0,35.342472076416016,38.4155640713755,False
2025-04-21,36.1,0.25,35.75183868408203,38.37507919225782,False
2025-04-22,36.0,0.4285714285714285,36.05725860595703,38.33463697880123,False
2025-04-23,35.1,0.4,36.42741775512695,38.294237386041814,False
2025-04-25,35.5,0.4,36.169551849365234,38.25388036906304,False
2025-04-28,35.8,0.1666666666666667,36.036617279052734,38.213565882995724,False
2025-04-29,36.0,0.0,36.269283294677734,38.173293883017955,False
2025-04-30,36.7,0.125,36.1390495300293,38.13306432435506,False
2025-05-02,36.1,0.25,36.19480895996094,38.09287716227956,False
2025-05-05,35.8,0.0,36.12173843383789,38.0527323521111,False
2025-05-06,36.0,0.0,36.52318572998047,38.01262984921643,False
2025-05-07,36.0,0.0,36.80925750732422,37.97256960900933,False
2025-05-08,36.3,-0.25,37.18632125854492,37.93255158695056,False
