date,actual_price,xgboost_predicted,sarimax_predicted,lightgbm_predicted,hybrid_predicted,best_model_predicted,best_model,sentiment,was_split
2025-05-07,9.3,9.985696792602539,8.480834663155449,8.138205889848317,8.135474202020987,9.985696792602539,XGBoost,0.0,False
2025-05-08,9.6,10.104918479919434,8.468879550444692,8.354410420340429,8.26410820481006,10.104918479919434,XGBoost,-0.25,False
2025-05-09,9.5,10.132800102233887,8.50474488857696,8.192294337065343,8.167262928913836,10.132800102233887,XGBoost,0.5,False
2025-05-14,11.0,10.927999496459961,8.496774813436456,8.509201113683154,8.455705145117557,10.927999496459961,XGBoost,0.3333333333333333,False
2025-05-15,11.3,11.159527778625488,8.496774813436456,8.546918111917002,8.44651985060171,11.159527778625488,XGBoost,0.3333333333333333,False
2025-05-16,10.5,11.355446815490723,8.46489451287444,8.510665579269107,8.44856794763296,11.355446815490723,XGBoost,-0.3333333333333333,False
2025-05-19,10.4,12.51627254486084,8.488804738295952,8.694711073168607,8.496097604251027,12.51627254486084,XGBoost,0.1666666666666667,False
2025-05-20,10.4,12.930387496948242,8.480834663155449,8.661503871069492,8.49000997090277,12.930387496948242,XGBoost,0.0,False
2025-05-21,10.3,12.897295951843262,8.499962843492659,8.582353280987677,8.447099496233498,12.897295951843262,XGBoost,0.4,False
2025-05-22,10.7,12.751755714416504,8.499962843492659,8.495311711082,8.369622898235106,12.751755714416504,XGBoost,0.4,False
2025-05-23,10.0,12.637480735778809,8.456924437733937,8.471400759431715,8.349812000720743,12.637480735778809,XGBoost,-0.5,False
2025-05-26,10.3,12.555011749267578,8.51909102382987,8.443777065328232,8.332945069076985,12.555011749267578,XGBoost,0.8,False
2025-05-27,10.1,12.707911491394043,8.485616708239752,8.485421332598138,8.411533264899722,12.707911491394043,XGBoost,0.1,False
2025-05-28,11.1,12.709118843078613,8.489529290581453,8.46126021628138,8.340711025600442,12.709118843078613,XGBoost,0.1818181818181818,False
2025-05-29,11.2,12.42365837097168,8.480834663155449,8.370515720405676,8.228365467443963,12.42365837097168,XGBoost,0.0,False
2025-05-30,11.3,12.404672622680664,8.475521279728445,8.409785203400586,8.278607920406694,12.404672622680664,XGBoost,-0.1111111111111111,False
2025-06-02,13.4,12.279315948486328,8.480834663155449,8.26501101315184,8.181665845441175,12.279315948486328,XGBoost,0.0,False
2025-06-03,13.3,12.124910354614258,8.480834663155449,8.26626150239907,8.176095081699064,12.124910354614258,XGBoost,0.0,False
2025-06-04,13.0,11.583969116210938,8.474857106800071,8.119080349758795,8.10221251359433,11.583969116210938,XGBoost,-0.125,False
2025-06-05,12.9,11.689289093017578,8.480834663155449,8.277293832298467,8.200831673530619,11.689289093017578,XGBoost,0.0,False
2025-06-06,12.8,11.314154624938965,8.480834663155449,8.1495455322904,8.113858488242805,11.314154624938965,XGBoost,0.0,False
2025-06-09,12.7,11.52389907836914,8.480834663155449,8.212271190511673,8.180256733853561,11.52389907836914,XGBoost,0.0,False
2025-06-11,13.1,11.73701000213623,8.480834663155449,8.50321286730038,8.382687541787591,11.73701000213623,XGBoost,0.0,False
2025-06-12,12.9,12.081098556518555,8.480834663155449,8.407014189942988,8.366825670640493,12.081098556518555,XGBoost,0.0,False
2025-06-13,12.5,11.776376724243164,8.452142392649634,8.151914116801922,8.117214261820237,11.776376724243164,XGBoost,-0.6,False
2025-06-16,12.6,11.907118797302246,8.487666156133024,8.25341130527443,8.208899014411259,11.907118797302246,XGBoost,0.1428571428571428,False
2025-06-17,12.1,11.780981063842773,8.496774813436456,8.222841151334125,8.185559500745157,11.780981063842773,XGBoost,0.3333333333333333,False
2025-06-18,12.0,11.854597091674805,8.474857106800071,8.22334045398522,8.191514294445918,11.854597091674805,XGBoost,-0.125,False
2025-06-19,11.2,11.563048362731934,8.472864588014945,8.19744209438559,8.130698737494734,11.563048362731934,XGBoost,-0.1666666666666667,False
2025-06-20,11.9,11.714473724365234,8.488804738295952,8.281502586583104,8.219168828536247,11.714473724365234,XGBoost,0.1666666666666667,False
2025-06-23,11.3,11.499632835388184,8.486148046582452,8.225985168409528,8.159720500592602,11.499632835388184,XGBoost,0.1111111111111111,False
2025-06-24,11.7,11.416150093078613,8.492789775866205,8.197392869073633,8.122338136134532,11.416150093078613,XGBoost,0.25,False
2025-06-25,12.3,12.703864097595215,8.480834663155449,8.553816141315545,8.439992849050572,12.703864097595215,XGBoost,0.0,False
2025-06-26,12.4,12.979521751403809,8.496774813436456,8.556965132680405,8.446048715592623,12.979521751403809,XGBoost,0.3333333333333333,False
2025-06-27,11.7,13.326380729675293,8.480834663155449,8.588700713233662,8.465568203805779,13.326380729675293,XGBoost,0.0,False
2025-06-30,12.0,13.286089897155762,8.490398753324053,8.46717832374468,8.378285141222747,13.286089897155762,XGBoost,0.2,False
2025-07-01,11.9,13.263998985290527,8.492789775866205,8.442000447969704,8.36358070527954,13.263998985290527,XGBoost,0.25,False
2025-07-02,11.9,13.4011869430542,8.491461430009455,8.551291243481668,8.44514129795448,13.4011869430542,XGBoost,0.2222222222222222,False
2025-07-03,11.7,13.547449111938477,8.499962843492659,8.475806322788188,8.369414007019902,13.547449111938477,XGBoost,0.4,False
2025-07-04,11.9,13.431434631347656,8.476052618071146,8.484483590642405,8.408285904315845,13.431434631347656,XGBoost,-0.1,False
2025-07-07,11.7,13.452045440673828,8.480834663155449,8.425692710311358,8.320928839479112,13.452045440673828,XGBoost,0.0,False
2025-07-08,11.5,13.404949188232422,8.467171677200298,8.44896750469912,8.363359924899148,13.404949188232422,XGBoost,-0.2857142857142857,False
2025-07-09,13.0,13.334630966186523,8.480834663155449,8.390301417504563,8.288742491233444,13.334630966186523,XGBoost,0.0,False
2025-07-11,13.3,13.132256507873535,8.480834663155449,8.253356074822715,8.19436660856565,13.132256507873535,XGBoost,0.0,False
2025-07-14,13.6,13.26616096496582,8.487666156133024,8.336881275842194,8.27924624824591,13.26616096496582,XGBoost,0.1428571428571428,False
2025-07-15,13.4,13.066030502319336,8.493876604294455,8.210752567412706,8.162293637765453,13.066030502319336,XGBoost,0.2727272727272727,False
2025-07-16,13.5,13.2571382522583,8.486148046582452,8.289407334727365,8.22461041088178,13.2571382522583,XGBoost,0.1111111111111111,False
2025-07-17,14.0,13.141288757324219,8.499962843492659,8.240433989650981,8.195040181034134,13.141288757324219,XGBoost,0.4,False
2025-07-18,13.8,13.011372566223145,8.486812219510826,8.23065556682202,8.15505703400073,13.011372566223145,XGBoost,0.125,False
2025-07-21,14.0,12.850536346435547,8.508160635065748,8.154082994669407,8.115989444092559,12.850536346435547,XGBoost,0.5714285714285714,False
2025-07-22,13.7,12.92831802368164,8.492789775866205,8.27001781187528,8.197875855930864,12.92831802368164,XGBoost,0.25,False
2025-07-23,13.9,13.010329246520996,8.490398753324053,8.308746553962006,8.236301963831005,13.010329246520996,XGBoost,0.2,False
2025-07-24,13.7,12.923333168029785,8.494497649110599,8.238408493605919,8.143110559522608,12.923333168029785,XGBoost,0.2857142857142857,False
2025-07-25,13.5,12.908933639526367,8.514992128043323,8.263845834694044,8.181027555809907,12.908933639526367,XGBoost,0.7142857142857143,False
2025-07-28,13.6,13.083956718444824,8.496774813436456,8.31113486701983,8.24778412601815,13.083956718444824,XGBoost,0.3333333333333333,False
2025-07-29,13.3,12.969562530517578,8.490398753324053,8.251530665185346,8.180080765285227,12.969562530517578,XGBoost,0.2,False
2025-07-30,13.5,13.11105728149414,8.486812219510826,8.300307433156574,8.250236896408506,13.11105728149414,XGBoost,0.125,False
2025-07-31,13.4,13.553738594055176,8.480834663155449,8.376229580028639,8.334660088727087,13.553738594055176,XGBoost,0.0,False
