date,actual_price,xgboost_predicted,sarimax_predicted,lightgbm_predicted,best_model_predicted,best_model,sentiment,was_split
2025-01-30,54.3,47.206661224365234,51.87991657343795,47.51421331273575,47.206661224365234,XGBoost,0.75,False
2025-01-31,52.6,46.02906036376953,51.70282490961281,45.593941999254646,46.02906036376953,XGBoost,0.0,False
2025-02-03,51.4,45.85999298095703,51.61765113989986,45.75043327604779,45.85999298095703,XGBoost,0.2857142857142857,False
2025-02-05,48.0,45.509891510009766,51.610995259751704,45.53904972962566,45.509891510009766,XGBoost,0.125,False
2025-02-06,47.0,45.537227630615234,51.60989953007874,45.01374084510911,45.537227630615234,XGBoost,0.0,False
2025-02-07,48.6,44.917964935302734,51.58050855947009,43.905346511835404,44.917964935302734,XGBoost,0.2222222222222222,False
2025-02-10,49.9,45.04789733886719,51.61501151786029,44.189950606627164,45.04789733886719,XGBoost,-0.2857142857142857,False
2025-02-11,46.8,44.582366943359375,51.58060657864732,43.57871431919115,44.582366943359375,XGBoost,0.0,False
2025-02-13,49.3,44.58137130737305,51.556572991472684,43.767489141372735,44.58137130737305,XGBoost,0.1666666666666667,False
2025-02-14,49.5,44.112518310546875,51.56152531194452,43.461894883463074,44.112518310546875,XGBoost,0.0,False
2025-02-17,49.5,43.902870178222656,51.53460248622357,43.16830015009608,43.902870178222656,XGBoost,0.2,False
2025-02-18,47.2,43.40999221801758,51.55984537344438,42.72240711318543,43.40999221801758,XGBoost,-0.2,False
2025-02-19,46.1,43.544490814208984,51.4894565340243,43.064653358064355,43.544490814208984,XGBoost,0.5,False
2025-02-20,45.9,43.14498519897461,51.479927170221785,42.258685286752204,43.14498519897461,XGBoost,0.5,False
2025-02-21,45.7,41.764671325683594,51.54284921762706,41.3891667041519,41.764671325683594,XGBoost,-0.3333333333333333,False
2025-02-24,45.7,42.92727279663086,51.460873733441026,42.31418852973386,42.92727279663086,XGBoost,0.5,False
2025-02-25,45.2,42.109947204589844,51.473084551874166,41.86764313048819,42.109947204589844,XGBoost,0.25,False
2025-02-27,45.2,42.35521697998047,51.47080720211374,41.857689570900014,42.35521697998047,XGBoost,0.1666666666666667,False
2025-02-28,44.6,40.342002868652344,51.49316449316379,40.80291995199749,40.342002868652344,XGBoost,-0.2,False
2025-03-03,44.6,40.11175537109375,51.46625778481743,40.2277346871274,40.11175537109375,XGBoost,0.0,False
2025-03-04,44.0,43.727783203125,51.45674075193193,42.69666387568842,43.727783203125,XGBoost,0.0,False
2025-03-05,44.0,43.76597595214844,51.44722547891633,42.957594493360375,43.76597595214844,XGBoost,0.0,False
2025-03-06,43.5,43.96402359008789,51.3942421772819,42.41193935641938,43.96402359008789,XGBoost,0.5,False
2025-03-07,43.5,43.17485046386719,51.40646531711139,42.01609598870772,43.17485046386719,XGBoost,0.25,False
2025-03-10,43.5,43.625545501708984,51.37522042767135,42.35537517961305,43.625545501708984,XGBoost,0.5,False
2025-03-11,41.9,45.04442596435547,51.42656989430995,44.36792373939463,45.04442596435547,XGBoost,-0.2,False
2025-03-12,43.0,43.654998779296875,51.399675500498006,43.727001843623924,43.654998779296875,XGBoost,0.0,False
2025-03-14,42.1,43.73847198486328,51.37278286460422,43.87851073053266,43.73847198486328,XGBoost,0.2,False
2025-03-17,42.1,43.217376708984375,51.4096476756096,43.667982901803086,43.217376708984375,XGBoost,-0.3333333333333333,False
2025-03-18,40.2,43.36756134033203,51.35874667159156,43.76331976105409,43.36756134033203,XGBoost,0.1428571428571428,False
2025-03-19,40.2,41.45268249511719,51.339932268160936,41.33188490728055,41.45268249511719,XGBoost,0.25,False
2025-03-20,43.7,44.793582916259766,51.35216947003657,44.536721399029936,44.793582916259766,XGBoost,0.0,False
2025-03-21,44.0,42.21391677856445,51.36006144938929,43.007719159431026,42.21391677856445,XGBoost,-0.2,False
2025-03-24,44.0,43.58052444458008,51.29840352364946,43.79807100612604,43.58052444458008,XGBoost,0.4,False
2025-03-25,43.3,43.42546844482422,51.301952035798415,44.06861341153294,43.42546844482422,XGBoost,0.25,False
2025-03-27,43.8,44.89885330200195,51.31419626089929,44.349508880816785,44.89885330200195,XGBoost,0.0,False
2025-03-28,44.9,43.07112503051758,51.304707346913226,43.41814852224062,43.07112503051758,XGBoost,0.0,False
2025-04-01,43.7,44.839229583740234,51.295220187597316,44.08950582226525,44.839229583740234,XGBoost,0.0,False
2025-04-02,43.7,44.87028121948242,51.298154722102296,44.38377375020424,44.87028121948242,XGBoost,-0.1428571428571428,False
2025-04-03,43.4,44.964683532714844,51.363190708004616,44.63340623142082,44.964683532714844,XGBoost,-1.0,False
2025-04-04,43.4,44.93789291381836,51.29160911337653,44.59885622074709,44.93789291381836,XGBoost,-0.2857142857142857,False
2025-04-07,41.5,46.467464447021484,51.27902398462834,46.11587757325961,46.467464447021484,XGBoost,-0.25,False
2025-04-08,45.0,47.18330383300781,51.21883084094024,46.80627980132081,47.18330383300781,XGBoost,0.3333333333333333,False
2025-04-09,42.1,47.230369567871094,51.27310989213957,47.18956296682956,47.230369567871094,XGBoost,-0.4,False
