date,actual_price,xgboost_predicted,sarimax_predicted,lightgbm_predicted,best_model_predicted,best_model,sentiment,was_split
2025-01-17,55.9,53.75824737548828,54.09015614886783,54.237113934390436,53.75824737548828,XGBoost,0.25,False
2025-01-20,56.7,52.07573699951172,54.00390126420801,52.723967048300345,52.07573699951172,XGBoost,-0.125,False
2025-01-21,55.9,52.375431060791016,54.03172474989944,52.590827442205665,52.375431060791016,XGBoost,-0.1428571428571428,False
2025-01-22,55.0,52.243282318115234,54.04981268814724,52.43046450778614,52.243282318115234,XGBoost,0.0,False
2025-01-23,53.6,52.116695404052734,54.131137796787165,52.32467361428648,52.116695404052734,XGBoost,0.3333333333333333,False
2025-01-24,52.9,51.449424743652344,54.07126517923943,51.38943694029164,51.449424743652344,XGBoost,0.0,False
2025-01-27,52.0,52.39619064331055,54.23645910765017,52.01830904276283,52.39619064331055,XGBoost,0.8333333333333334,False
2025-01-28,52.0,50.87490463256836,54.11375480240292,51.04192640112658,50.87490463256836,XGBoost,0.125,False
2025-01-29,53.5,50.20991134643555,54.10495915352609,50.66736970777806,50.20991134643555,XGBoost,0.0,False
2025-01-30,53.1,50.742637634277344,54.244688717135205,50.947699157920056,50.742637634277344,XGBoost,0.75,False
2025-01-31,53.6,49.99379348754883,54.12264245969861,50.15913353976596,49.99379348754883,XGBoost,0.0,False
2025-02-03,53.9,49.788055419921875,54.180937784685135,50.32895703748319,49.788055419921875,XGBoost,0.2857142857142857,False
2025-02-05,52.1,49.88723373413086,54.1852420547442,49.852941815043124,49.88723373413086,XGBoost,0.25,False
2025-02-06,52.5,49.769561767578125,54.11312422379187,49.798934199867574,49.769561767578125,XGBoost,-0.2,False
2025-02-07,52.3,48.97466278076172,54.19849699636525,49.00711195441685,48.97466278076172,XGBoost,0.2222222222222222,False
2025-02-10,52.1,49.20376968383789,54.11651010200977,49.295201672141744,49.20376968383789,XGBoost,-0.2857142857142857,False
2025-02-11,51.5,49.9328498840332,54.177190116390506,49.92216737095359,49.9328498840332,XGBoost,0.0,False
2025-02-13,52.5,49.091732025146484,54.21578381118252,49.234661579321305,49.091732025146484,XGBoost,0.1666666666666667,False
2025-02-14,51.1,48.41413497924805,54.19558468734279,48.87856606765214,48.41413497924805,XGBoost,0.0,False
2025-02-17,50.1,49.47015380859375,54.240281572138954,49.60501018453378,49.47015380859375,XGBoost,0.2,False
2025-02-18,50.9,49.763633728027344,54.21402250408657,49.792193741233156,49.763633728027344,XGBoost,0.0,False
2025-02-19,50.1,49.572383880615234,54.31231534806469,49.78351003571295,49.572383880615234,XGBoost,0.5,False
2025-02-20,50.0,49.47187805175781,54.32165907740142,49.681916683760306,49.47187805175781,XGBoost,0.5,False
2025-02-21,50.0,48.58935546875,54.18221816459357,48.890582535087866,48.58935546875,XGBoost,-0.3333333333333333,False
2025-02-24,49.8,48.55415725708008,54.340143432424256,48.97279508948686,48.55415725708008,XGBoost,0.5,False
2025-02-25,49.1,48.36966323852539,54.30476893609218,48.78611242246451,48.36966323852539,XGBoost,0.25,False
2025-02-27,49.1,47.23302459716797,54.29919401121216,47.89234968917981,47.23302459716797,XGBoost,0.1666666666666667,False
2025-02-28,50.0,46.89130401611328,54.243033786652944,46.763829612731854,46.89130401611328,XGBoost,-0.2,False
2025-03-03,49.1,45.8911018371582,54.28797877322696,45.90098889112303,45.8911018371582,XGBoost,0.0,False
2025-03-04,48.5,46.894439697265625,54.271746610393286,46.67978301601117,46.894439697265625,XGBoost,-0.1428571428571428,False
2025-03-05,49.6,47.95211410522461,54.30649595804038,47.865704771031204,47.95211410522461,XGBoost,0.0,False
2025-03-06,49.9,47.95173645019531,54.360335841355386,48.159554536502284,47.95173645019531,XGBoost,0.25,False
2025-03-07,49.7,47.01631546020508,54.369606375946205,47.066003074390025,47.01631546020508,XGBoost,0.25,False
2025-03-10,49.6,46.8494873046875,54.45317654809741,46.82005222739755,46.8494873046875,XGBoost,0.6666666666666666,False
