date,actual_price,xgboost_predicted,sarimax_predicted,lightgbm_predicted,hybrid_predicted,best_model_predicted,best_model,sentiment,was_split,split_ratio
2025-01-31,154.25,139.3636016845703,138.24819151024255,132.81460498406324,135.08300836993024,139.3636016845703,XGBoost,0.0,True,5
2025-02-03,154.0,138.66209411621094,138.27658070788235,132.94853124452473,134.39507061543878,138.66209411621094,XGBoost,0.2857142857142857,True,5
2025-02-05,149.0,133.92855834960938,138.26061178420997,132.64280022926386,133.71912175317888,133.92855834960938,XGBoost,0.125,True,5
2025-02-06,146.0,127.36209869384766,138.24819151024255,129.3979360598367,130.77097492892568,127.36209869384766,XGBoost,0.0,True,5
2025-02-07,139.5,139.1097869873047,138.2702719972957,136.2448209512932,132.8371506377486,139.1097869873047,XGBoost,0.2222222222222222,True,5
2025-02-10,140.0,142.56646728515625,138.21980231260275,136.54639658794883,134.55656743551572,142.56646728515625,XGBoost,-0.2857142857142857,True,5
2025-02-11,136.0,147.01316833496094,138.24819151024255,136.18956637858895,135.65447852179105,147.01316833496094,XGBoost,0.0,True,5
2025-02-13,138.25,146.4593048095703,138.26475187553243,135.01416175788782,136.0467999668052,146.4593048095703,XGBoost,0.1666666666666667,True,5
2025-02-14,140.5,144.24105834960938,138.24819151024255,134.65751126955666,135.8892323913849,144.24105834960938,XGBoost,0.0,True,5
2025-02-17,144.25,144.9706573486328,138.2680639485904,134.5923568790001,135.93183953137702,144.9706573486328,XGBoost,0.2,True,5
2025-02-18,142.75,147.34048461914062,138.2283190718947,135.3603557277008,136.35068822988734,147.34048461914062,XGBoost,-0.2,True,5
2025-02-19,140.0,146.4356231689453,138.29787260611218,134.65531271156243,136.02744765850593,146.4356231689453,XGBoost,0.5,True,5
2025-02-20,139.0,141.3802032470703,138.31443297140206,132.61556371718524,135.66904258342112,141.3802032470703,XGBoost,0.6666666666666666,True,5
2025-03-03,134.5,139.88987731933594,138.24819151024255,132.7551821222045,135.11469453576893,139.88987731933594,XGBoost,0.0,True,5
2025-03-04,126.5,141.3922882080078,138.24819151024255,133.13214509829106,134.56656282608338,141.3922882080078,XGBoost,0.0,True,5
2025-03-05,139.0,142.3172149658203,138.24819151024255,134.7874834620049,135.42215724575033,142.3172149658203,XGBoost,0.0,True,5
2025-03-06,145.0,139.07919311523438,138.29787260611218,132.83405791255174,134.5503321292815,139.07919311523438,XGBoost,0.5,True,5
2025-03-07,149.0,139.22589111328125,138.27303205817736,132.96258349297273,134.26828989073323,139.22589111328125,XGBoost,0.25,True,5
2025-03-10,147.5,139.7560272216797,138.29787260611218,133.13214509829106,134.11831718873398,139.7560272216797,XGBoost,0.5,True,5
2025-03-11,145.0,140.2576141357422,138.2283190718947,134.27565448338444,134.31712216369453,140.2576141357422,XGBoost,-0.2,True,5
2025-03-12,144.5,139.85572814941406,138.24819151024255,134.27565448338444,134.1541610462812,139.85572814941406,XGBoost,0.0,True,5
2025-03-14,148.5,140.80039978027344,138.2680639485904,134.95968758170048,134.45004077778214,140.80039978027344,XGBoost,0.2,True,5
2025-03-17,146.0,139.8987579345703,138.2150707796628,134.3866511472157,134.78135415601133,139.8987579345703,XGBoost,-0.3333333333333333,True,5
2025-03-18,142.0,139.93853759765625,138.26238610906245,134.39464957785594,134.13027358447658,139.93853759765625,XGBoost,0.1428571428571428,True,5
2025-03-19,140.5,136.34774780273438,138.27303205817736,132.92151065039917,133.57557821472398,136.34774780273438,XGBoost,0.25,True,5
2025-03-20,142.0,128.8807830810547,138.24819151024255,130.19699420018426,132.67843299434443,128.8807830810547,XGBoost,0.0,True,5
2025-03-21,143.0,138.4999237060547,138.2283190718947,135.89880299817236,132.783566747405,138.4999237060547,XGBoost,-0.2,True,5
2025-03-24,139.5,136.4134979248047,138.28793638693827,133.0679447769578,132.88190698772843,136.4134979248047,XGBoost,0.4,True,5
2025-03-25,139.5,140.31967163085938,138.27303205817736,135.50682400417205,134.1025409360738,140.31967163085938,XGBoost,0.25,True,5
2025-03-26,140.0,140.6064453125,138.25923175376914,135.13610749897256,134.2748975256776,140.6064453125,XGBoost,0.1111111111111111,True,5
2025-03-27,140.5,141.65013122558594,138.24819151024255,135.00454715872115,134.3557698086105,141.65013122558594,XGBoost,0.0,True,5
2025-03-28,140.0,141.4047088623047,138.24819151024255,135.01335465668896,134.91258929825304,141.4047088623047,XGBoost,0.0,True,5
2025-04-01,141.0,142.45648193359375,138.24819151024255,135.0085994294292,135.1886441912888,142.45648193359375,XGBoost,0.0,True,5
2025-04-02,140.0,142.62728881835938,138.23399691142265,135.00454715872115,135.11269297371553,142.62728881835938,XGBoost,-0.1428571428571428,True,5
2025-04-03,140.0,142.24075317382812,138.1488293185033,134.7749288881087,135.22020300414107,142.24075317382812,XGBoost,-1.0,True,5
2025-04-04,136.5,142.331298828125,138.21980231260275,134.9134950321627,135.21248855220713,142.331298828125,XGBoost,-0.2857142857142857,True,5
2025-04-07,129.5,146.2051544189453,138.22335096230773,135.92117177762321,136.15456921717174,146.2051544189453,XGBoost,-0.25,True,5
2025-04-08,139.5,148.69613647460938,138.2813122408223,135.59242124217994,136.5391791028555,148.69613647460938,XGBoost,0.3333333333333333,True,5
2025-04-09,136.0,148.34481811523438,138.20844663354683,135.3229384276452,136.46658365260922,148.34481811523438,XGBoost,-0.4,True,5
2025-04-10,140.5,148.21316528320312,138.28545233214479,135.51446378967077,136.2857989566066,148.21316528320312,XGBoost,0.375,True,5
2025-04-11,140.5,148.33445739746094,138.25923175376914,135.1274348443239,136.2107149245238,148.33445739746094,XGBoost,0.1111111111111111,True,5
2025-04-16,142.0,147.7298583984375,138.24819151024255,135.1721386496372,136.10329462835782,147.7298583984375,XGBoost,0.0,True,5
2025-04-17,142.0,148.05789184570312,138.2813122408223,135.1926407344993,136.10329462835782,148.05789184570312,XGBoost,0.3333333333333333,True,5
2025-04-21,143.5,148.2911376953125,138.27303205817736,135.0489685525968,136.09822488606082,148.2911376953125,XGBoost,0.25,True,5
2025-04-22,143.0,148.2217559814453,138.29077530670224,135.0489685525968,136.08745441335785,148.2217559814453,XGBoost,0.4285714285714285,True,5
2025-04-23,142.5,147.3077392578125,138.28793638693827,134.68387948045762,136.03594545364075,147.3077392578125,XGBoost,0.4,True,5
2025-04-24,142.5,149.0777130126953,138.27303205817736,135.4045694814109,136.5675586771764,149.0777130126953,XGBoost,0.25,True,5
2025-04-25,148.0,150.94505310058594,138.28793638693827,135.425071566273,136.52232830818485,150.94505310058594,XGBoost,0.4,True,5
2025-04-28,149.0,152.3486328125,138.24819151024255,135.46494309891762,136.79443673517233,152.3486328125,XGBoost,0.0,True,5
2025-04-29,149.0,154.89004516601562,138.24819151024255,135.99067766819903,137.03197498805716,154.89004516601562,XGBoost,0.0,True,5
2025-04-30,149.0,154.1774139404297,138.26061178420997,135.6732576091297,136.66153555794557,154.1774139404297,XGBoost,0.125,True,5
2025-05-02,149.0,153.1656494140625,138.27303205817736,135.23046611751326,136.4847644847974,153.1656494140625,XGBoost,0.25,True,5
2025-05-05,148.5,155.36863708496094,138.24819151024255,135.48352142521225,136.61070865727865,155.36863708496094,XGBoost,0.0,True,5
2025-05-06,148.5,156.63607788085938,138.24819151024255,135.6739360784669,136.67052533321274,156.63607788085938,XGBoost,0.0,True,5
2025-05-07,148.5,158.7351531982422,138.24819151024255,135.69181712202425,136.91275087082045,158.7351531982422,XGBoost,0.0,True,5
2025-05-08,148.5,165.0277557373047,138.22335096230773,136.77052535421154,137.64496337731032,165.0277557373047,XGBoost,-0.25,True,5
2025-05-09,148.0,167.84231567382812,138.29787260611218,141.8915401399921,139.48519937935905,167.84231567382812,XGBoost,0.5,True,5
2025-05-14,150.0,168.1600799560547,138.2813122408223,137.06449033585898,138.42808055370037,168.1600799560547,XGBoost,0.3333333333333333,True,5
2025-05-15,150.5,165.12464904785156,138.2813122408223,135.9224031181622,137.9662452805789,165.12464904785156,XGBoost,0.3333333333333333,True,5
2025-05-16,152.5,162.73683166503906,138.23163114495267,134.59407441518846,137.67506782644415,162.73683166503906,XGBoost,-0.1666666666666667,True,5
2025-05-19,155.5,165.00709533691406,138.26475187553243,136.73164958826982,138.10992648552408,165.00709533691406,XGBoost,0.1666666666666667,True,5
2025-05-20,154.5,165.41012573242188,138.24819151024255,136.61894130339857,137.7943126941753,165.41012573242188,XGBoost,0.0,True,5
2025-05-21,153.5,166.64060974121094,138.28793638693827,136.8650058987815,137.94200529953665,166.64060974121094,XGBoost,0.4,True,5
2025-05-22,156.0,164.71385192871094,138.30780882528612,134.82434421035393,137.06125870391583,164.71385192871094,XGBoost,0.6,True,5
2025-05-23,157.5,165.1930694580078,138.19851041437292,136.3821413077575,137.34324173929727,165.1930694580078,XGBoost,-0.5,True,5
2025-05-26,159.5,165.09886169433594,138.32768126363396,136.28175266846645,137.0849122830095,165.09886169433594,XGBoost,0.8,True,5
2025-05-27,167.5,165.46487426757812,138.2581277294165,136.28175266846645,137.07254903604002,165.46487426757812,XGBoost,0.1,True,5
2025-05-28,171.5,163.04783630371094,138.26625736328606,134.82046518088177,136.9581013909911,163.04783630371094,XGBoost,0.1818181818181818,True,5
2025-05-29,169.5,161.14117431640625,138.2680639485904,134.7233900867518,136.44197745054498,161.14117431640625,XGBoost,0.2,True,5
2025-05-30,165.0,161.1181640625,138.23715126671595,134.85409697289597,136.58410733357655,161.1181640625,XGBoost,-0.1111111111111111,True,5
2025-06-02,163.5,159.87266540527344,138.24819151024255,133.06842427081835,136.0791661644546,159.87266540527344,XGBoost,0.0,True,5
2025-06-03,166.5,156.82794189453125,138.24819151024255,132.9768841282808,135.90249103634943,156.82794189453125,XGBoost,0.0,True,5
2025-06-04,166.0,158.75157165527344,138.23577123627513,133.39560393631365,136.2091242955239,158.75157165527344,XGBoost,-0.125,True,5
2025-06-05,167.5,154.48294067382812,138.24819151024255,133.04279320961513,136.0214095096498,154.48294067382812,XGBoost,0.0,True,5
2025-06-06,165.0,163.4298553466797,138.24819151024255,136.31918391258822,136.93015555317191,163.4298553466797,XGBoost,0.0,True,5
2025-06-09,166.5,167.06362915039062,138.24819151024255,135.88073520803175,136.95122191354739,167.06362915039062,XGBoost,0.0,True,5
2025-06-11,166.0,167.5413055419922,138.26475187553243,135.4194742481174,136.7573999569193,167.5413055419922,XGBoost,0.1666666666666667,True,5
2025-06-12,166.0,169.1372528076172,138.24819151024255,135.4194742481174,136.75361633482828,169.1372528076172,XGBoost,0.0,True,5
2025-06-13,164.0,163.48643493652344,138.2283190718947,132.93547821360025,135.9407714144279,163.48643493652344,XGBoost,-0.2,True,5
2025-06-16,161.5,162.0467071533203,138.24819151024255,133.15444366431078,136.08168963855894,162.0467071533203,XGBoost,0.0,True,5
2025-06-17,162.5,162.92987060546875,138.2813122408223,133.240990170477,136.09295456742015,162.92987060546875,XGBoost,0.3333333333333333,True,5
2025-06-18,160.5,162.2806396484375,138.23577123627513,133.2324996141968,136.07060990811718,162.2806396484375,XGBoost,-0.125,True,5
2025-06-19,156.0,161.16383361816406,138.24819151024255,133.36490921727923,136.14773617434224,161.16383361816406,XGBoost,0.0,True,5
2025-06-20,159.0,159.34326171875,138.26475187553243,133.223692116229,136.07703607879844,159.34326171875,XGBoost,0.1666666666666667,True,5
2025-06-23,155.5,160.07513427734375,138.2702719972957,133.36490921727923,136.1369657016393,160.07513427734375,XGBoost,0.2222222222222222,True,5
2025-06-24,164.5,160.80252075195312,138.27303205817736,135.10418989551366,136.35974008337726,160.80252075195312,XGBoost,0.25,True,5
2025-06-25,168.0,165.10684204101562,138.24819151024255,135.70860609493806,136.87773245907772,165.10684204101562,XGBoost,0.0,True,5
2025-06-26,168.0,166.02207946777344,138.26475187553243,135.35777647256575,136.819101956994,166.02207946777344,XGBoost,0.1666666666666667,True,5
2025-06-27,170.0,165.1490020751953,138.24819151024255,135.14728126748733,136.447664083598,165.1490020751953,XGBoost,0.0,True,5
2025-06-30,164.0,164.84461975097656,138.2680639485904,135.01328120685085,136.44856767665104,164.84461975097656,XGBoost,0.2,True,5
2025-07-01,163.0,163.6907196044922,138.27303205817736,133.36490921727923,136.1933955526761,163.6907196044922,XGBoost,0.25,True,5
2025-07-02,162.5,164.736572265625,138.2702719972957,134.91204083808225,136.3706448663251,164.736572265625,XGBoost,0.2222222222222222,True,5
2025-07-03,161.5,162.99905395507812,138.28793638693827,134.91204083808225,136.37536600850356,162.99905395507812,XGBoost,0.4,True,5
2025-07-04,162.0,169.33389282226562,138.2382552910686,135.80821762169896,136.9159286170457,169.33389282226562,XGBoost,-0.1,True,5
2025-07-07,160.5,172.6834716796875,138.24819151024255,136.27953225133817,137.0928826692601,172.6834716796875,XGBoost,0.0,True,5
2025-07-08,161.0,171.25633239746094,138.21980231260275,135.05359474509592,136.53553769475408,171.25633239746094,XGBoost,-0.2857142857142857,True,5
2025-07-09,162.0,170.75575256347656,138.24819151024255,135.12774426118705,136.42734118091832,170.75575256347656,XGBoost,0.0,True,5
2025-07-11,166.5,171.81248474121094,138.27658070788235,135.28458779575968,136.52576034551544,171.81248474121094,XGBoost,0.2857142857142857,True,5
2025-07-14,167.5,172.96560668945312,138.26238610906245,135.3423404500384,136.53035390662785,172.96560668945312,XGBoost,0.1428571428571428,True,5
2025-07-15,165.5,173.08328247070312,138.2752902898078,135.402987619567,136.42139126675752,173.08328247070312,XGBoost,0.2727272727272727,True,5
2025-07-16,165.5,174.94825744628906,138.2702719972957,135.7229901926598,136.90514585062803,174.94825744628906,XGBoost,0.2222222222222222,True,5
2025-07-17,164.0,176.69134521484375,138.2680639485904,135.5352480970725,136.89572063252018,176.69134521484375,XGBoost,0.2,True,5
2025-07-18,165.0,176.5256805419922,138.28545233214479,135.28181062304452,136.45676526087914,176.5256805419922,XGBoost,0.375,True,5
2025-07-21,165.0,173.6632537841797,138.31916450434204,133.58280417791136,136.21069336746888,173.6632537841797,XGBoost,0.7142857142857143,True,5
2025-07-22,170.0,175.10675048828125,138.26061178420997,135.2041624731513,136.46155095272607,175.10675048828125,XGBoost,0.125,True,5
2025-07-23,175.0,176.38485717773438,138.2680639485904,135.4034005770443,136.4621438705627,176.38485717773438,XGBoost,0.2,True,5
2025-07-24,170.5,174.03684997558594,138.27658070788235,133.90243905472124,136.23980375731853,174.03684997558594,XGBoost,0.2857142857142857,True,5
2025-07-25,170.5,173.62754821777344,138.30496990552214,133.42919480661192,136.15871616284622,173.62754821777344,XGBoost,0.5714285714285714,True,5
2025-07-28,172.5,174.2913818359375,138.29787260611218,134.64843573054262,136.28942929075617,174.2913818359375,XGBoost,0.5,True,5
2025-07-29,173.5,174.7499542236328,138.24819151024255,135.18224438250758,136.42182965186288,174.7499542236328,XGBoost,0.0,True,5
2025-07-30,173.5,174.3464813232422,138.27303205817736,134.61720637866304,136.27559019009664,174.3464813232422,XGBoost,0.25,True,5
2025-07-31,177.5,176.58526611328125,138.25923175376914,135.2900405212682,136.51451869132902,176.58526611328125,XGBoost,0.1111111111111111,True,5
2025-08-01,178.5,177.95260620117188,138.27658070788235,135.36322901895656,136.59575002080612,177.95260620117188,XGBoost,0.2857142857142857,True,5
