date,actual_price,sarimax_predicted,xgboost_predicted,sentiment,was_split
2025-01-17,55.9,,55.003807,0.25,False
2025-01-20,56.7,,55.680805,-0.125,False
2025-01-21,55.9,,54.919384,-0.1428571428571428,False
2025-01-22,55.0,,54.71526,0.0,False
2025-01-23,53.6,,54.620956,0.3333333333333333,False
2025-01-24,52.9,,53.621063,0.0,False
2025-01-27,52.0,,52.370815,0.8333333333333334,False
2025-01-28,52.0,,51.8709,0.125,False
2025-01-29,53.5,,52.690258,0.0,False
2025-01-30,53.1,,52.936317,0.75,False
2025-01-31,53.6,,53.389046,0.0,False
2025-02-03,53.9,,53.524548,0.2857142857142857,False
2025-02-05,52.1,,52.729237,0.25,False
2025-02-06,52.5,,52.227406,-0.2,False
2025-02-07,52.3,,52.391052,0.2222222222222222,False
2025-02-10,52.1,,51.739765,-0.2857142857142857,False
2025-02-11,51.5,,51.061134,0.0,False
2025-02-13,52.5,,52.63993,0.1666666666666667,False
2025-02-14,51.1,,51.5025,0.0,False
2025-02-17,50.1,,50.64845,0.2,False
2025-02-18,50.9,,51.451523,0.0,False
2025-02-19,50.1,,49.993656,0.5,False
2025-02-20,50.0,,50.190956,0.5,False
2025-02-21,50.0,,49.927044,-0.3333333333333333,False
2025-02-24,49.8,,49.85815,0.5,False
2025-02-25,49.1,,49.27133,0.25,False
2025-02-27,49.1,,49.36245,0.1666666666666667,False
2025-02-28,50.0,,50.549213,-0.2,False
2025-03-03,49.1,,48.68525,0.0,False
2025-03-04,48.5,,48.574856,-0.1428571428571428,False
2025-03-05,49.6,,49.53381,0.0,False
2025-03-06,49.9,,49.526512,0.25,False
2025-03-07,49.7,,49.22368,0.25,False
2025-03-10,49.6,,49.44534,0.6666666666666666,False
2025-03-11,48.6,,48.766876,-0.2,False
2025-03-12,48.6,,48.651054,0.0,False
2025-03-14,48.4,,48.4598,0.2,False
2025-03-17,47.3,,47.52884,0.0,False
2025-03-18,47.0,,46.971893,0.2857142857142857,False
2025-03-19,45.9,,46.006226,0.25,False
2025-03-20,47.0,,46.66841,0.1666666666666667,False
2025-03-21,48.0,,47.648785,-0.2,False
2025-03-24,48.0,,47.72709,0.4,False
