date,actual_price,sarimax_predicted,xgboost_predicted,sentiment,was_split
2025-01-17,55.6,,54.66817,0.25,False
2025-01-20,56.3,,53.731503,0.0,False
2025-01-21,57.0,,54.20974,-0.1428571428571428,False
2025-01-22,58.1,,54.24219,0.1666666666666667,False
2025-01-23,60.0,,54.588234,0.1666666666666667,False
2025-01-24,60.1,,53.64336,0.0,False
2025-01-27,60.0,,53.711185,0.8333333333333334,False
2025-01-28,61.1,,53.27543,0.125,False
2025-01-29,62.2,,53.627872,-0.125,False
2025-01-30,61.2,,53.22695,0.75,False
2025-01-31,59.9,,52.51909,0.0,False
2025-02-03,59.0,,53.10027,0.2857142857142857,False
2025-02-05,55.6,,52.93301,0.25,False
2025-02-06,57.8,,53.653206,-0.2,False
2025-02-07,58.8,,53.41864,0.2222222222222222,False
2025-02-10,57.6,,53.215115,-0.2857142857142857,False
2025-02-11,56.1,,52.501137,0.0,False
2025-02-13,56.5,,54.16298,0.1666666666666667,False
2025-02-14,58.6,,54.34063,0.0,False
2025-02-17,62.1,,54.897835,0.2,False
2025-02-18,60.9,,54.10132,-0.2,False
2025-02-19,60.5,,54.31917,0.5,False
2025-02-20,59.8,,53.719925,0.5,False
2025-02-21,59.9,,53.999348,-0.3333333333333333,False
2025-02-24,58.0,,52.772938,0.5,False
2025-02-25,57.1,,53.215508,0.25,False
2025-02-27,58.0,,52.67428,0.0,False
2025-02-28,58.0,,53.39707,-0.2,False
2025-03-03,55.7,,52.34726,0.0,False
2025-03-04,54.5,,52.466755,0.0,False
2025-03-05,57.0,,53.76008,0.0,False
2025-03-06,56.4,,53.590847,0.25,False
2025-03-07,56.3,,53.665813,0.25,False
2025-03-10,55.6,,53.41063,0.5,False
2025-03-11,54.0,,53.360157,-0.2,False
2025-03-12,55.7,,53.106274,0.0,False
2025-03-14,55.4,,53.639053,0.2,False
2025-03-17,54.2,,53.43136,-0.3333333333333333,False
2025-03-18,53.5,,53.413857,0.2857142857142857,False
2025-03-19,53.1,,53.885498,0.25,False
2025-03-20,55.0,,53.685993,0.1666666666666667,False
2025-03-21,56.9,,54.7501,-0.2,False
2025-03-24,56.9,,54.419186,0.4,False
2025-03-25,55.2,,53.963497,0.25,False
2025-03-26,54.9,,53.78858,0.1111111111111111,False
2025-03-27,55.0,,53.539845,0.0,False
2025-03-28,55.0,,53.42833,0.3333333333333333,False
2025-04-01,57.0,,53.765938,0.0,False
2025-04-02,57.1,,54.036713,-0.1428571428571428,False
2025-04-03,53.0,,53.327896,-1.0,False
2025-04-04,51.8,,52.950592,-0.2857142857142857,False
2025-04-07,47.4,,51.8632,-0.25,False
2025-04-08,49.0,,50.081814,0.4166666666666667,False
2025-04-09,46.7,,48.628147,-0.3,False
2025-04-10,50.7,,49.101746,0.375,False
2025-04-11,49.7,,50.0137,0.1111111111111111,False
2025-04-16,49.3,,49.818897,0.0,False
2025-04-17,49.5,,49.951485,0.0,False
2025-04-21,48.1,,49.59792,0.25,False
2025-04-22,48.6,,48.776657,0.1428571428571428,False
2025-04-23,48.6,,48.626945,0.4,False
2025-04-24,50.4,,49.592216,0.0,False
2025-04-25,52.2,,51.170536,0.4,False
2025-04-28,53.0,,50.750626,0.0,False
2025-04-29,53.8,,53.3408,0.0,False
2025-04-30,53.7,,53.86471,0.125,False
2025-05-02,53.2,,53.83113,0.25,False
