date,actual_price,sarimax_predicted,xgboost_predicted,sentiment,was_split,split_ratio,split_date
2025-08-13,214.0,,611.46924,0.0,True,5,2023-08-01
2025-08-14,215.25,,205.18378,0.1666666666666667,True,5,2023-08-01
2025-08-15,211.25,,172.15662,0.6,True,5,2023-08-01
2025-08-18,208.25,,269.09543,0.2857142857142857,True,5,2023-08-01
2025-08-19,209.0,,305.1596,0.3,True,5,2023-08-01
2025-08-20,214.0,,343.99335,0.1666666666666667,True,5,2023-08-01
2025-08-21,210.0,,270.66217,0.0,True,5,2023-08-01
2025-08-22,209.5,,225.4739,0.25,True,5,2023-08-01
2025-08-25,211.0,,205.4023,0.0,True,5,2023-08-01
2025-08-26,211.25,,230.24463,0.2,True,5,2023-08-01
2025-08-27,210.0,,233.22687,0.1818181818181818,True,5,2023-08-01
2025-08-28,212.75,,222.20787,0.0,True,5,2023-08-01
2025-08-29,221.25,,230.93446,0.0,True,5,2023-08-01
2025-09-01,226.25,,542.5561,0.0,True,5,2023-08-01
2025-09-02,236.75,,692.7459,-0.125,True,5,2023-08-01
2025-09-03,242.25,,607.2066,0.25,True,5,2023-08-01
2025-09-04,243.0,,536.88495,0.0,True,5,2023-08-01
2025-09-08,241.25,,591.3622,0.0,True,5,2023-08-01
2025-09-09,236.75,,297.44348,0.0,True,5,2023-08-01
2025-09-10,241.0,,400.4043,0.0,True,5,2023-08-01
2025-09-11,241.75,,552.0046,0.0,True,5,2023-08-01
2025-09-12,244.25,,654.99384,0.0,True,5,2023-08-01
2025-09-15,242.25,,491.55975,0.0,True,5,2023-08-01
2025-09-16,257.75,,610.5962,0.0,True,5,2023-08-01
2025-09-17,271.0,,650.66327,0.0,True,5,2023-08-01
2025-09-18,277.0,,765.5029,0.0,True,5,2023-08-01
2025-09-19,310.5,,979.80505,0.0,True,5,2023-08-01
2025-09-22,318.75,,987.44867,0.0,True,5,2023-08-01
2025-09-23,322.25,,932.06866,0.0,True,5,2023-08-01
2025-09-24,320.75,,830.753,0.0,True,5,2023-08-01
2025-09-25,325.0,,544.68604,0.0,True,5,2023-08-01
2025-09-26,351.0,,613.7408,0.0,True,5,2023-08-01
2025-09-29,358.75,,730.39386,0.0,True,5,2023-08-01
2025-09-30,360.25,,730.39386,0.0,True,5,2023-08-01
2025-10-01,368.25,,773.2462,0.0,True,5,2023-08-01
2025-10-02,359.5,,567.8652,0.0,True,5,2023-08-01
2025-10-03,359.25,,458.64566,0.0,True,5,2023-08-01
2025-10-07,364.5,,571.1928,0.0,True,5,2023-08-01
2025-10-08,355.0,,659.5368,0.0,True,5,2023-08-01
2025-10-09,363.5,,532.1832,0.0,True,5,2023-08-01
2025-10-10,384.25,,623.6377,0.0,True,5,2023-08-01
2025-10-13,390.5,,777.0387,0.0,True,5,2023-08-01
2025-10-14,394.0,,777.0387,0.0,True,5,2023-08-01
2025-10-15,388.5,,719.3961,0.0,True,5,2023-08-01
2025-10-16,386.0,,449.61377,0.0,True,5,2023-08-01
2025-10-17,382.25,,690.6623,0.0,True,5,2023-08-01
2025-10-21,376.75,,820.8031,0.0,True,5,2023-08-01
