feature,importance
cumulative_sentiment,0.5611233
price_lag_2,0.1563161
price_ma_5,0.103467986
price_lag_3,0.046269678
price_lag_1,0.037552495
price_lag_7,0.027058857
price_lag_10,0.02575781
price_lag_5,0.0142234685
price_ma_20,0.014073325
price_ma_50,0.0066252705
