date,actual_price,sarimax_predicted,sentiment,xgboost_predicted
2025-01-30,54.3,,0.75,
2025-01-31,52.6,,0.0,
2025-02-03,51.4,,0.2857142857142857,
2025-02-05,48.0,,0.125,
2025-02-06,47.0,,0.0,
2025-02-07,48.6,,0.2222222222222222,
2025-02-10,49.9,,-0.2857142857142857,
2025-02-11,46.8,,0.0,
2025-02-13,49.3,,0.1666666666666667,
2025-02-14,49.5,,0.0,
2025-02-17,49.5,,0.2,49.26770782470703
2025-02-18,47.2,,-0.2,47.616981506347656
2025-02-19,46.1,,0.5,46.25240707397461
2025-02-20,45.9,,0.5,46.296939849853516
2025-02-21,45.7,,-0.3333333333333333,45.73606872558594
2025-02-24,45.7,,0.5,45.60769271850586
2025-02-25,45.2,,0.25,45.34280776977539
2025-02-27,45.2,,0.1666666666666667,45.5456657409668
2025-02-28,44.6,,-0.2,45.03937530517578
2025-03-03,44.6,,0.0,43.946990966796875
2025-03-04,44.0,,0.0,43.391448974609375
2025-03-05,44.0,,0.0,43.34025573730469
2025-03-06,43.5,,0.5,43.36787414550781
2025-03-07,43.5,,0.25,43.379329681396484
2025-03-10,43.5,,0.5,43.247283935546875
2025-03-11,41.9,,-0.2,42.205474853515625
2025-03-12,43.0,,0.0,43.259708404541016
2025-03-14,42.1,,0.2,42.06487274169922
2025-03-17,42.1,,-0.3333333333333333,42.172428131103516
2025-03-18,40.2,,0.1428571428571428,40.65731430053711
2025-03-19,40.2,,0.25,40.09369659423828
2025-03-20,43.7,,0.0,43.492000579833984
2025-03-21,44.0,,-0.2,43.78973388671875
2025-03-24,44.0,,0.4,43.55941390991211
2025-03-25,43.3,,0.25,43.405670166015625
2025-03-27,43.8,,0.0,43.95262145996094
2025-03-28,44.9,,0.0,44.89296340942383
2025-04-01,43.7,,0.0,43.10164260864258
2025-04-02,43.7,,-0.1428571428571428,43.42489242553711
2025-04-03,43.4,,-1.0,43.44878005981445
2025-04-04,43.4,,-0.2857142857142857,43.4128532409668
2025-04-07,41.5,,-0.25,42.10610580444336
