date,actual_price,sarimax_predicted,sentiment,xgboost_predicted
2025-01-17,55.9,,0.25,
2025-01-20,56.7,,-0.125,
2025-01-21,55.9,,-0.1428571428571428,
2025-01-22,55.0,,0.0,
2025-01-23,53.6,,0.3333333333333333,
2025-01-24,52.9,,0.0,
2025-01-27,52.0,,0.8333333333333334,
2025-01-28,52.0,,0.125,
2025-01-29,53.5,,0.0,
2025-01-30,53.1,,0.75,
2025-01-31,53.6,,0.0,53.39614
2025-02-03,53.9,,0.2857142857142857,53.587357
2025-02-05,52.1,,0.25,52.560356
2025-02-06,52.5,,-0.2,52.82822
2025-02-07,52.3,,0.2222222222222222,52.796455
2025-02-10,52.1,,-0.2857142857142857,52.748257
2025-02-11,51.5,,0.0,51.715683
2025-02-13,52.5,,0.1666666666666667,52.50357
2025-02-14,51.1,,0.0,51.44523
2025-02-17,50.1,,0.2,50.881317
2025-02-18,50.9,,0.0,51.839657
2025-02-19,50.1,,0.5,50.047573
2025-02-20,50.0,,0.5,50.302
2025-02-21,50.0,,-0.3333333333333333,50.186386
2025-02-24,49.8,,0.5,49.964325
2025-02-25,49.1,,0.25,49.42012
2025-02-27,49.1,,0.1666666666666667,49.857796
2025-02-28,50.0,,-0.2,50.73586
2025-03-03,49.1,,0.0,49.196636
2025-03-04,48.5,,-0.1428571428571428,49.47461
2025-03-05,49.6,,0.0,50.13946
2025-03-06,49.9,,0.25,49.855045
2025-03-07,49.7,,0.25,49.57208
2025-03-10,49.6,,0.6666666666666666,49.896606
2025-03-11,48.6,,-0.2,49.041462
2025-03-12,48.6,,0.0,49.29599
2025-03-14,48.4,,0.2,48.878815
2025-03-17,47.3,,0.0,48.094574
2025-03-18,47.0,,0.2857142857142857,47.881176
2025-03-19,45.9,,0.25,46.786644
2025-03-20,47.0,,0.1666666666666667,47.520565
2025-03-21,48.0,,-0.2,48.308
2025-03-24,48.0,,0.4,48.979225
2025-03-25,47.0,,0.25,47.964275
2025-03-26,47.0,,0.0,47.77888
2025-03-27,46.5,,0.0,47.27008
2025-03-28,45.0,,0.3333333333333333,46.440765
2025-04-01,47.2,,0.0,47.23449
2025-04-02,48.0,,-0.1428571428571428,48.694305
2025-04-03,41.0,,-1.0,46.94779
2025-04-04,41.0,,-0.5714285714285714,42.858665
2025-04-07,39.0,,-0.25,40.81728
2025-04-08,38.6,,0.4166666666666667,39.683163
2025-04-09,37.0,,-0.3,38.14369
2025-04-10,42.8,,0.375,39.559032
2025-04-11,41.8,,0.1111111111111111,41.13663
2025-04-16,41.4,,0.0,41.563046
