feature,importance
price_ma_5,0.47040907
price_lag_1,0.35467082
price_lag_2,0.1494526
price_std_20,0.0052006454
price_return_1,0.0047836113
price_return_5,0.003986137
price_std_5,0.0023756255
price_lag_7,0.0019395972
price_lag_5,0.0011946723
sentiment_ma_10,0.00084413454
