date,actual_price,sarimax_predicted,sentiment,xgboost_predicted
2025-01-17,10.1,,0.25,
2025-01-20,10.2,,0.0,
2025-01-21,10.2,,-0.1428571428571428,
2025-01-22,10.0,,0.0,
2025-01-23,10.0,,0.1666666666666667,
2025-01-24,10.0,,0.0,
2025-01-27,9.9,,0.8333333333333334,
2025-01-28,10.1,,0.125,
2025-01-29,10.1,,-0.125,
2025-01-30,10.1,,0.75,
2025-01-31,10.1,,0.0,10.11553
2025-02-03,10.0,,0.2857142857142857,10.028554
2025-02-05,9.6,,0.125,9.820117
2025-02-06,9.6,,0.0,9.586777
2025-02-07,9.5,,0.2222222222222222,9.417939
2025-02-10,9.4,,-0.2857142857142857,9.455749
2025-02-11,9.1,,0.0,9.145811
2025-02-13,9.5,,0.1666666666666667,9.38834
2025-02-14,9.6,,0.0,9.522045
2025-02-17,9.7,,0.2,9.64618
2025-02-18,10.0,,-0.2,9.927897
2025-02-19,9.9,,0.5,9.844113
2025-02-20,9.7,,0.5,9.736762
2025-02-21,9.5,,-0.3333333333333333,9.6164255
2025-02-24,9.3,,0.5,9.409929
2025-02-25,9.2,,0.25,9.134258
2025-02-27,9.1,,0.1666666666666667,8.955747
2025-02-28,9.0,,-0.2,8.9201145
2025-03-03,8.8,,0.0,8.714487
2025-03-04,8.5,,0.0,8.434514
2025-03-05,9.0,,0.0,8.887752
2025-03-06,8.8,,0.5,8.58203
2025-03-07,9.1,,0.25,9.033097
2025-03-10,8.8,,0.5,8.654856
2025-03-11,8.7,,-0.2,8.617746
2025-03-12,8.9,,0.0,8.752838
2025-03-14,9.0,,0.2,8.875281
2025-03-17,8.9,,-0.3333333333333333,8.644027
2025-03-18,8.6,,0.1428571428571428,8.465467
2025-03-19,8.5,,0.25,8.49421
2025-03-20,8.8,,0.0,8.762137
2025-03-21,9.0,,-0.2,8.839376
2025-03-24,9.0,,0.4,8.772736
2025-03-25,9.0,,0.25,8.819129
2025-03-26,9.0,,0.1111111111111111,8.934983
2025-03-27,9.2,,0.0,9.091786
2025-03-28,9.0,,0.0,8.848091
2025-04-01,9.2,,0.0,9.077835
2025-04-02,9.3,,-0.1428571428571428,9.231269
2025-04-03,9.0,,-1.0,8.943413
2025-04-04,8.8,,-0.2857142857142857,8.713877
2025-04-07,8.0,,-0.25,8.206299
2025-04-08,8.4,,0.3333333333333333,8.3644285
2025-04-09,8.5,,-0.4,8.217185
2025-04-10,9.0,,0.375,8.762258
2025-04-11,8.9,,0.1111111111111111,8.630986
2025-04-16,8.9,,0.0,8.828838
2025-04-17,9.0,,0.0,8.94432
2025-04-21,8.9,,0.25,8.678494
2025-04-22,9.0,,0.4285714285714285,8.867582
2025-04-23,9.0,,0.4,8.920362
2025-04-24,9.3,,0.25,9.281145
2025-04-25,9.7,,0.4,9.52614
2025-04-28,9.7,,0.0,9.668138
2025-04-29,9.9,,0.0,9.861312
2025-04-30,9.8,,0.125,9.757869
2025-05-02,9.8,,0.25,9.80032
2025-05-05,9.9,,0.0,9.834773
2025-05-06,10.9,,0.0,10.297489
2025-05-07,10.6,,0.0,10.77137
2025-05-08,10.7,,-0.25,10.281955
2025-05-09,10.5,,0.5,10.256889
2025-05-14,10.4,,0.3333333333333333,10.207666
2025-05-15,10.5,,0.3333333333333333,10.195658
2025-05-16,11.0,,-0.1666666666666667,10.475696
2025-05-19,10.6,,0.1666666666666667,10.831197
2025-05-20,10.6,,0.0,10.246679
2025-05-21,10.7,,0.4,10.262058
2025-05-22,10.6,,0.6,10.235153
2025-05-23,10.6,,-0.5,10.155606
