feature,importance
price_ma_5,0.36237666
price_lag_1,0.33347958
price_lag_2,0.2607358
cumulative_sentiment,0.033474296
price_ma_50,0.0017380953
price_return_1,0.0016949867
price_return_5,0.0010828931
price_std_20,0.0008616077
price_lag_5,0.00065089535
price_ma_20,0.00043419123
