Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
9/13/24,6.4,6.4,6.3,6.4,26,16415,103528.5
9/12/24,6.4,6.4,6.3,6.3,10,1878,11904.9
9/11/24,6.4,6.4,6.4,6.4,7,20225,129440
9/10/24,6.4,6.4,6.2,6.4,4,325,2078
9/9/24,6.5,6.5,6.2,6.3,30,50646,322554.6
9/6/24,6.5,6.5,6.4,6.4,2,5001,32006.5
9/5/24,6.5,6.5,6.4,6.4,9,5323,34199.5
9/4/24,6.4,6.5,6.1,6.2,17,6362,39956.2
9/3/24,6.5,6.5,6.1,6.4,20,31515,196064.4
9/2/24,6.5,6.5,6.5,6.5,3,305,1982.5
8/30/24,6.5,6.5,6.3,6.4,12,3719,23758.5
8/29/24,6.4,6.5,6.4,6.5,8,480,3095
8/28/24,6.4,6.5,6.1,6.2,35,32443,203288.1
8/27/24,6.6,6.6,6.6,6.6,3,304,2006.4
8/26/24,6.6,6.6,6.6,6.6,2,101,666.6
8/23/24,6.5,6.6,6.4,6.5,17,51004,326558
8/22/24,6.7,6.7,6.6,6.6,4,48,320.2
8/21/24,6.6,6.7,6.6,6.6,6,4008,26453.1
8/20/24,6.6,6.7,6.6,6.6,7,614,4052.7
8/16/24,6.7,6.7,6.6,6.7,11,4758,31628.6
8/15/24,6.7,6.7,6.6,6.6,15,14143,93768
8/14/24,6.7,6.7,6.7,6.7,6,8012,53680.4
8/13/24,6.7,6.8,6.6,6.6,11,8159,54421
8/12/24,6.6,6.6,6.6,6.6,2,501,3306.6
8/9/24,6.7,6.7,6.6,6.6,2,2686,17746.2
8/8/24,6.6,6.6,6.2,6.4,30,25522,163605.1
8/7/24,6.6,6.7,6.6,6.6,15,23815,157179.1
8/6/24,6.8,6.8,6.5,6.6,11,55623,367073.5
8/5/24,6.6,6.8,6.6,6.6,7,18055,119173
8/2/24,6.8,6.8,6.6,6.6,7,224,1483.6
8/1/24,6.8,6.8,6.6,6.6,7,3551,23886.8
7/31/24,6.8,6.8,6.6,6.6,15,55100,363921.6
7/29/24,6.8,6.8,6.8,6.8,4,194,1319.2
