Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
3/25/24,8.3,8.7,8.3,8.3,12,6055,50258.5
3/22/24,8.3,8.7,8.3,8.7,10,1508,13114.6
3/21/24,8.6,8.7,8.3,8.6,7,2414,20640.8
3/20/24,8.6,8.7,8.2,8.2,14,12509,103342.9
3/19/24,8.8,8.8,8.7,8.2,2,8,70.1
3/18/24,8.8,8.9,8.2,8.2,9,3409,28028.6
3/15/24,8.5,8.9,8.5,8.8,27,154828,1343277.3
3/14/24,8.5,8.5,8,8.3,11,61535,509068.8
3/13/24,8.5,8.5,8.5,8.3,1,5,42.5
3/12/24,8.5,8.6,8.3,8.3,10,1676,13989
3/11/24,8.8,8.8,8.4,8.4,6,4075,34300.8
3/7/24,8.8,8.8,8.4,8.6,5,221,1896.8
3/6/24,8.6,8.9,8.3,8.6,29,34849,298525.1
3/5/24,8.6,8.6,8.3,8.5,19,9763,82952.6
3/4/24,8.3,8.6,8,8.5,29,208234,1759785.7
3/1/24,8.3,8.3,8,8.1,2,4,32.9
2/29/24,8.4,8.4,8,8.1,11,288596,2313769.3
2/28/24,8.3,8.4,8,8,16,28160,227219.2
2/27/24,7.5,8.4,7.4,8,72,881022,7117543.1
2/26/24,7.8,7.9,7.7,7.8,21,50207,393367.6
2/20/24,7.7,7.8,7.5,7.8,14,9832,76604.4
2/19/24,7.4,7.7,7.4,7.7,6,44100,339340
2/16/24,7.6,7.7,7.6,7.7,7,15100,115970.2
2/15/24,7.7,7.7,7.7,7.4,1,2,15.4
2/14/24,7.8,7.8,7.4,7.4,6,6394,47873.2
2/13/24,7.7,7.7,7.7,7.7,2,10571,81396.7
2/12/24,7.7,7.7,7.7,7.7,5,10000,77000
2/9/24,7.4,7.7,7.4,7.7,3,211,1624.4
2/8/24,7.7,7.7,7.5,7.5,5,669,5031.3
2/7/24,7.4,7.4,7.4,7.4,8,50082,370606.8
2/2/24,7.4,7.4,7.4,7.4,1,3000,22200
2/1/24,7.4,7.4,7.4,7.4,1,1977,14629.8
1/30/24,7.8,7.8,7.4,7.6,10,13398,101545.1
1/29/24,7.4,7.4,7.4,7.4,2,5621,41595.4
1/26/24,7.5,7.6,7.4,7.4,3,1305,9659
1/24/24,7.5,7.5,7.4,7.5,4,4000,29700
1/23/24,7.4,7.4,7.4,7.4,4,48848,361475.2
1/22/24,7.4,7.4,7.4,7.4,3,21674,160387.6
1/19/24,7.7,7.7,7.7,7.7,1,1280,9856
1/18/24,7.6,7.7,7.6,7.7,2,17300,131610
1/17/24,7.4,7.4,7.4,7.4,9,127745,945313
1/16/24,7.7,7.7,7.4,7.4,2,1785,13594.5
1/12/24,7.5,7.6,7.5,7.6,3,6199,47012.4
1/10/24,7.4,7.6,7.4,7.6,6,1801,13347.6
1/9/24,7.4,7.4,7.4,7.4,2,688,5091.2
1/8/24,7.7,7.7,7.5,7.5,4,51503,386272.7
1/5/24,7.3,7.5,7.2,7.2,10,3500,25322.5
1/4/24,7.5,7.8,7.5,7.8,7,5211,39609.3
1/3/24,7.3,7.3,7.2,7.2,3,1500,10870
1/2/24,7.4,7.4,7.2,7.2,6,1008,7257.9
12/29/23,7.4,7.4,7.4,7.4,4,167,1235.8
12/27/23,7.4,7.4,7.2,7.2,7,14550,106560
12/22/23,7.5,7.6,7.5,7.5,5,215,1614
12/20/23,7.2,7.2,7.2,7.4,1,11,79.2
12/19/23,7.4,7.4,7.4,7.4,4,1200,8880
12/18/23,7.4,7.4,7.4,7.4,6,1204,8909.6
12/15/23,7.4,7.5,7.1,7.1,31,15221,108650.6
12/14/23,7.4,7.5,7,7.3,42,27114,193826.6
12/12/23,7.3,7.5,7.3,7.5,3,300,2210
12/11/23,7.9,7.9,7.9,7.9,3,938,7410.2
12/8/23,7.9,7.9,7.4,7.8,4,152,1190.6
12/7/23,8,8,7.9,8,4,272,2174.6
12/6/23,7.5,7.7,7.5,7.5,9,159066,1193035
12/5/23,7.6,7.6,7.5,7.5,8,20652,155955.4
12/4/23,7.7,7.9,7.7,7.9,17,15904,125553.6
12/1/23,7.6,7.7,7.4,7.5,23,1292980,9697362
11/30/23,7.4,7.5,7.4,7.5,7,11780,88240
11/29/23,7.9,7.9,7.7,7.9,7,2359,18576.1
11/28/23,7.4,7.5,7.3,7.3,11,3042,22265.7
11/27/23,7.5,7.5,7.4,7.4,18,32201,240437.5
11/24/23,7.8,7.9,7.8,7.9,4,111,875.9
11/23/23,7.5,7.6,7.5,7.6,11,500985,3757407.5
11/22/23,7.4,7.4,7.4,7.4,6,17919,132600.6
11/21/23,7.4,7.9,7.4,7.5,40,707115,5303863.4
11/20/23,7.5,7.5,7.5,7.5,49,572743,4295572.5
11/17/23,7.5,7.8,7.5,7.5,11,74514,558862.5
11/16/23,7.6,7.7,7.4,7.7,23,210753,1585375.3
11/15/23,8,8,7.8,7.9,17,103048,824083.9
11/14/23,7.6,8,7.6,7.7,20,19367,149984.3
11/13/23,7.7,8,7.6,8,11,11430,88432
11/10/23,7.8,8,7.8,8,22,38858,306956.8
11/9/23,7.8,7.8,7.4,7.5,18,321650,2414337.5
11/8/23,7.5,7.7,7.4,7.5,27,70072,525073.4
11/7/23,7.7,7.7,7.7,7.7,2,5165,39770.5
11/6/23,7.5,7.7,7.5,7.5,6,1250,9385
11/3/23,7.5,7.5,7.4,7.5,21,24143,179522.5
11/2/23,7.7,7.9,7.4,7.5,8,3121,23396.2
11/1/23,7.5,7.9,7.4,7.5,12,8467,63422.9
10/31/23,7.6,7.9,7.4,7.5,82,208440,1563205.5
10/30/23,7.7,7.7,7.7,7.7,2,500,3850
10/27/23,7.6,7.8,7.6,7.8,6,4000,30500
10/26/23,7.6,7.6,7.6,7.6,1,3000,22800
10/25/23,7.6,7.6,7.6,7.6,3,3600,27360
10/24/23,7.7,7.9,7.7,7.7,4,5148,39639.8
10/23/23,7.7,7.7,7.7,7.7,1,3,23.1
10/20/23,7.7,8,7.6,7.7,3,250,1923
10/19/23,7.6,7.6,7.6,7.6,1,60,456
10/18/23,7.6,7.6,7.6,7.6,4,281,2135.6
10/17/23,7.7,7.7,7.6,7.6,4,2700,20530
10/16/23,8,8,7.6,7.9,7,7265,57670
10/13/23,8,8,7.6,7.7,8,1567,12014.4
10/12/23,8,8,8,7.6,1,2,16
10/11/23,7.8,7.8,7.6,7.6,10,9000,68550
10/9/23,7.8,8,7.8,8,16,35303,281383.6
10/6/23,8,8,7.9,7.9,2,150,1190
10/5/23,8,8,8,8,5,2950,23600
10/4/23,7.8,8,7.7,8,12,35639,279317.3
10/3/23,8,8.1,7.8,8.1,12,1996,15692.2
10/2/23,8,8,8,8,1,2500,20000
9/27/23,8.2,8.2,8,8,6,5716,46403.2
9/26/23,8.2,8.2,8.2,8.2,1,100,820
9/22/23,7.9,7.9,7.8,7.9,21,34805,274387.1
9/21/23,7.9,8.2,7.9,7.9,11,7704,60962.8
9/20/23,8.3,8.3,8.2,8.2,3,2600,21330
9/18/23,8.3,8.3,7.9,7.9,16,13404,106754.2
9/15/23,8,8,8,8,4,2102,16816
9/14/23,8,8,7.9,8,13,25050,200300
