date,actual_price,xgboost_predicted,sarimax_predicted,ensemble_predicted,sentiment,was_split
2025-02-20,39.3,37.3083610534668,39.8703530689234,37.956283947739124,0.5,False
2025-02-21,39.3,38.230621337890625,39.83062977973498,38.63526042116864,-0.3333333333333333,False
2025-02-24,37.7,38.772159576416016,39.79094606731431,39.02980873685289,0.5,False
2025-02-25,36.7,37.00540542602539,39.751301892230614,37.69983740513473,0.25,False
2025-02-27,37.8,36.837528228759766,39.71169721509239,37.564400083557686,0.0,False
2025-02-28,38.5,36.60795593261719,39.67213199654739,37.3828802149428,-0.2,False
2025-03-03,38.5,36.732666015625,39.63260619728256,37.46605535656771,0.0,False
2025-03-04,37.0,36.592529296875,39.59311977802402,37.35137290659077,0.0,False
2025-03-05,37.0,36.60899353027344,39.55367269953701,37.353697275851914,0.0,False
2025-03-06,36.9,36.553550720214844,39.514264922625884,37.302309695093015,0.5,False
2025-03-07,36.9,36.96977615356445,39.47489640813402,37.603316287978835,0.25,False
2025-03-10,36.6,35.46571350097656,39.43556711694383,36.46968190883148,0.5,False
2025-03-11,36.6,35.297203063964844,39.39627700997668,36.333851046828656,-0.2,False
2025-03-12,36.6,34.83818054199219,39.357026048192886,35.98098795180578,0.0,False
2025-03-14,37.0,35.10612106323242,39.317814192591655,36.17125022276845,0.2,False
2025-03-17,35.6,35.466033935546875,39.278641404211044,36.430235092661306,-0.3333333333333333,False
2025-03-18,35.1,36.530975341796875,39.23950764412794,37.215957995126374,0.1428571428571428,False
2025-03-19,35.1,35.809608459472656,39.200412873458,36.66713642855542,0.25,False
2025-03-20,35.2,37.047977447509766,39.16135705335562,37.582447119021104,0.0,False
2025-03-21,35.6,37.07395553588867,39.122340145013915,37.59198809669304,-0.2,False
2025-03-24,36.5,37.169681549072266,39.08336210966465,37.65364771292104,0.4,False
2025-03-25,35.6,37.04715347290039,39.044422908578206,37.55225910383086,0.25,False
2025-03-26,37.1,36.91404724121094,39.005522503063574,37.44297734590411,0.1111111111111111,False
2025-03-27,37.2,36.654659271240234,38.96666085446828,37.23936006200377,0.0,False
2025-03-28,37.2,36.26757049560547,38.927837924178355,36.94034705441616,0.0,False
2025-04-01,37.1,34.41909408569336,38.889053673618314,35.54953834001416,0.0,False
