date,actual_price,xgboost_predicted,sarimax_predicted,ensemble_predicted,sentiment,was_split
2025-01-24,8.4,8.213521957397461,8.390777071302194,8.302097898332107,-0.1666666666666667,False
2025-01-27,8.3,8.137843132019043,8.38956075996406,8.263628646771807,0.3333333333333333,False
2025-01-28,8.3,7.946943283081055,8.38834467649421,8.167515445373912,0.125,False
2025-01-29,8.4,7.80584192276001,8.387128820840847,8.096316103257637,0.0,False
2025-01-30,8.5,7.864104747772217,8.385913192952188,8.12485702171959,0.75,False
2025-01-31,8.6,7.967901229858398,8.384697792776464,8.176178141737147,0.0,False
2025-02-03,8.4,7.954343795776367,8.383482620261914,8.16878824441904,0.1428571428571428,False
2025-02-05,8.0,7.847684383392334,8.382267675356802,8.114820360744964,0.0,False
2025-02-06,8.2,7.889505386352539,8.381052958009391,8.135136035390094,0.0,False
2025-02-07,8.5,8.300882339477539,8.379838468167971,8.340337412097167,0.0,False
2025-02-10,8.5,8.12132740020752,8.378624205780836,8.249900879139041,0.2857142857142857,False
2025-02-11,8.1,7.988249778747559,8.377410170796297,8.182716652739913,0.0,False
2025-02-13,8.2,8.05398178100586,8.376196363162684,8.214995244418505,0.1666666666666667,False
2025-02-14,8.7,7.917627334594727,8.374982782828333,8.14617187853748,0.0,False
2025-02-17,8.6,7.911818981170654,8.373769429741593,8.14265968723538,0.0,False
2025-02-18,8.3,7.877561092376709,8.372556303850837,8.124914557383248,-0.2,False
2025-02-19,8.4,7.852384567260742,8.371343405104437,8.11171286733484,0.0,False
2025-02-20,8.0,7.838248252868652,8.370130733450791,8.10403461099616,0.6666666666666666,False
2025-02-21,8.1,7.855747222900391,8.368918288838302,8.11218332239885,-0.3333333333333333,False
2025-02-24,7.9,7.639202117919922,8.367706071215391,8.003241956976048,0.75,False
2025-02-25,7.8,7.572408199310303,8.366494080530495,7.969219905119806,0.125,False
2025-02-27,7.9,7.68955135345459,8.365282316732062,8.027220064796506,0.0,False
2025-02-28,8.0,7.665892601013184,8.364070779768547,8.01477838354993,-0.2,False
2025-03-03,7.7,7.6925859451293945,8.362859469588429,8.027527526247603,0.1666666666666667,False
2025-03-04,7.5,7.7121758460998535,8.361648386140196,8.036722992176584,0.0,False
2025-03-05,7.9,7.647685527801514,8.360437529372346,8.003853977903997,0.0,False
2025-03-06,7.7,7.563694477081299,8.3592268992334,7.961229032129516,0.25,False
2025-03-07,7.8,7.662567615509033,8.358016495671881,8.010089543510933,0.375,False
2025-03-10,7.8,7.632864952087402,8.356806318636336,7.994624826378239,0.5,False
2025-03-11,7.6,7.415555477142334,8.355596368075316,7.885302186262286,-0.2,False
2025-03-12,7.5,7.198888301849365,8.354386643937396,7.776300996153223,0.0,False
2025-03-14,7.8,7.3108038902282715,8.353177146171156,7.831686983056121,0.2,False
2025-03-17,7.7,7.531717777252197,8.35196787472519,7.941603972267439,-0.3333333333333333,False
2025-03-18,7.4,7.650559902191162,8.350758829548113,8.000455470594364,0.2857142857142857,False
2025-03-19,7.0,7.882414817810059,8.349550010588546,8.115846386200685,0.25,False
2025-03-20,7.4,7.911040306091309,8.348341417795126,8.129563521515998,0.0,False
2025-03-21,7.8,7.915066719055176,8.347133051116503,8.130974069006621,0.0,False
2025-03-24,7.8,8.304487228393555,8.345924910501338,8.325194002951385,0.0,False
2025-03-25,8.0,8.3551664352417,8.344716995898317,8.349944758407162,0.0,False
2025-03-26,7.9,8.29560661315918,8.343509307256124,8.319544011124588,0.0,False
2025-03-27,8.0,8.561771392822266,8.342301844523467,8.452100527373975,0.0,False
2025-03-28,8.5,8.471272468566895,8.341094607649062,8.40622144540796,0.0,False
2025-04-01,8.6,8.428725242614746,8.339887596581642,8.3843322887842,0.0,False
2025-04-02,8.6,8.311018943786621,8.338680811269953,8.324841822497259,0.0,False
2025-04-03,9.3,8.305219650268555,8.33747425166275,8.321337558547906,0.0,False
2025-04-04,9.5,8.2594633102417,8.336267917708806,8.297843248764497,-0.2857142857142857,False
2025-04-07,9.7,8.223221778869629,8.335061809356906,8.279109226720042,-0.25,False
2025-04-08,9.6,8.151583671569824,8.333855926555852,8.242666722072638,0.25,False
2025-04-09,9.4,8.155803680419922,8.332650269254456,8.24417547778042,0.1,False
2025-04-10,9.7,8.152368545532227,8.331444837401541,8.241854545129037,-0.125,False
2025-04-11,9.7,7.936697483062744,8.330239630945947,8.13335395902163,0.5555555555555556,False
2025-04-16,9.8,8.110021591186523,8.329034649836528,8.219464344738473,0.25,False
2025-04-17,9.5,8.125143051147461,8.327829894022146,8.226427450943941,0.3333333333333333,False
2025-04-21,9.4,8.12671947479248,8.326625363451688,8.226614207284555,0.25,False
2025-04-22,9.1,7.966745853424072,8.325421058074044,8.145979010888135,0.5714285714285714,False
2025-04-23,9.3,8.070138931274414,8.324216977838116,8.19710396799156,0.4,False
2025-04-24,9.4,7.92207145690918,8.32301312269283,8.122425537106706,0.25,False
2025-04-25,9.5,7.919517993927002,8.321809492587118,8.12054659749654,0.4,False
2025-04-28,9.2,7.940316677093506,8.320606087469924,8.13035064344596,0.0,False
2025-04-29,9.4,7.996376991271973,8.319402907290215,8.15779588535798,0.0,False
2025-04-30,9.1,7.931894779205322,8.31819995199696,8.124934874998159,0.125,False
2025-05-02,9.2,8.023529052734375,8.316997221539141,8.170177680317668,0.25,False
2025-05-05,9.2,7.961854934692383,8.315794715865769,8.138721759355532,0.0,False
2025-05-06,9.4,8.651323318481445,8.31459243492585,8.483055931461394,0.0,False
2025-05-07,9.3,8.660414695739746,8.31339037866841,8.487003589370673,0.0,False
2025-05-08,9.6,8.227787017822266,8.312188547042496,8.269963205026787,-0.25,False
2025-05-09,9.5,8.183222770690918,8.310986939997163,8.247067650901911,0.5,False
2025-05-14,11.0,8.188117027282715,8.309785557481474,8.248915862966985,0.3333333333333333,False
2025-05-15,11.3,8.090147972106934,8.308584399444511,8.199302577915525,0.3333333333333333,False
2025-05-16,10.5,8.257306098937988,8.307383465835365,8.28233020004713,-0.3333333333333333,False
2025-05-19,10.4,7.973578929901123,8.306182756603148,8.139783990277712,0.1666666666666667,False
2025-05-20,10.4,8.20825481414795,8.304982271696982,8.256590376253232,0.0,False
2025-05-21,10.3,8.013379096984863,8.303782011065996,8.158495989796904,0.4,False
2025-05-22,10.7,8.445782661437988,8.302581974659345,8.374224017546208,0.4,False
2025-05-23,10.0,8.407252311706543,8.301382162426185,8.354348066052795,-0.5,False
2025-05-26,10.3,8.49791145324707,8.300182574315693,8.399104591681926,0.8,False
2025-05-27,10.1,8.644558906555176,8.298983210277054,8.471871688749822,0.1,False
