date,actual_price,xgboost_predicted,sarimax_predicted,ensemble_predicted,sentiment,was_split,split_ratio
2025-07-28,1223.75,875.3469848632812,922.5019491602818,899.7304028557753,0.3333333333333333,True,5
2025-07-29,1237.5,875.3469848632812,922.5019491602818,899.7304028557753,0.2,True,5
2025-07-30,1226.25,875.3469848632812,922.5019491602818,899.7304028557753,0.125,True,5
2025-07-31,1213.75,874.2020874023438,922.5019491602818,899.1775218190844,0.0,True,5
2025-08-01,1207.5,874.2020874023438,922.5019491602818,899.1775218190844,0.1428571428571428,True,5
2025-08-04,1191.25,874.2020874023438,922.5019491602818,899.1775218190844,0.4,True,5
2025-08-05,1188.75,874.2020874023438,922.5019491602818,899.1775218190844,0.1428571428571428,True,5
2025-08-06,1186.25,874.2020874023438,922.5019491602818,899.1775218190844,0.0,True,5
2025-08-07,1101.25,874.8848266601562,922.5019491602818,899.5072226014933,0.7142857142857143,True,5
2025-08-11,1088.75,874.2020874023438,922.5019491602818,899.1775218190844,0.0,True,5
2025-08-12,1076.25,874.2020874023438,922.5019491602818,899.1775218190844,0.1428571428571428,True,5
2025-08-13,1070.0,874.2020874023438,922.5019491602818,899.1775218190844,0.0,True,5
2025-08-14,1076.25,874.8848266601562,922.5019491602818,899.5072226014933,0.1666666666666667,True,5
2025-08-15,1056.25,874.8848266601562,922.5019491602818,899.5072226014933,0.6,True,5
2025-08-18,1041.25,874.8848266601562,922.5019491602818,899.5072226014933,0.2857142857142857,True,5
2025-08-19,1045.0,874.8848266601562,922.5019491602818,899.5072226014933,0.3,True,5
2025-08-20,1070.0,874.8848266601562,922.5019491602818,899.5072226014933,0.1666666666666667,True,5
2025-08-21,1050.0,874.8848266601562,922.5019491602818,899.5072226014933,0.0,True,5
2025-08-22,1047.5,874.8848266601562,922.5019491602818,899.5072226014933,0.25,True,5
2025-08-25,1055.0,874.8848266601562,922.5019491602818,899.5072226014933,0.0,True,5
2025-08-26,1056.25,874.8848266601562,922.5019491602818,899.5072226014933,0.2,True,5
2025-08-27,1050.0,874.8848266601562,922.5019491602818,899.5072226014933,0.1818181818181818,True,5
2025-08-28,1063.75,874.8848266601562,922.5019491602818,899.5072226014933,0.0,True,5
2025-08-29,1106.25,874.8848266601562,922.5019491602818,899.5072226014933,0.0,True,5
2025-09-01,1131.25,874.8848266601562,922.5019491602818,899.5072226014933,0.0,True,5
2025-09-02,1183.75,874.2020874023438,922.5019491602818,899.1775218190844,-0.125,True,5
2025-09-03,1211.25,876.0297241210938,922.5019491602818,900.0601036381843,0.25,True,5
2025-09-04,1215.0,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-08,1206.25,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-09,1183.75,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-10,1205.0,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-11,1208.75,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-12,1221.25,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-15,1211.25,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-16,1288.75,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-17,1355.0,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-18,1385.0,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-19,1552.5,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-22,1593.75,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-23,1611.25,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-24,1603.75,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-25,1625.0,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-26,1755.0,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-29,1793.75,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-09-30,1801.25,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-10-01,1841.25,875.3469848632812,922.5019491602818,899.7304028557753,0.0,True,5
2025-10-02,1797.5,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-10-03,1796.25,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-10-07,1822.5,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-10-08,1775.0,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-10-09,1817.5,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-10-10,1921.25,876.0297241210938,922.5019491602818,900.0601036381843,0.0,True,5
2025-10-13,1952.5,875.3469848632812,922.5019491602818,899.7304028557753,0.0,True,5
2025-10-14,1970.0,875.3469848632812,922.5019491602818,899.7304028557753,0.0,True,5
2025-10-15,1942.5,,922.5019491602818,,0.0,True,5
2025-10-16,1930.0,,922.5019491602818,,0.0,True,5
2025-10-17,1911.25,,922.5019491602818,,0.0,True,5
2025-10-21,1883.75,,922.5019491602818,,0.0,True,5
